"ENTITY_CD","ENTITY_NAME","YEAR","PK12 Enrollment","SWD Enrollment","Special Education Expenditures","Special Education Expenditures/Pupil","Total Expenditures","General Education Expenditures","General Education Expenditures/Pupil"
"130502020000","DOVER UFSD","2022-23",1310,188,3654821.23,19440.5384574468,33531459.48,29876638.25,22806.5940839695
"130502020000","DOVER UNION FREE SCHOOL DISTRICT","2023-24",1350,207,4383772,21177.6425120773,40057906.2,35674134.2,26425.2845925926
"130502020000","DOVER UFSD","2024-25",1317,213,3321805.32,15595.3301408451,40499999.82,37178194.5,28229.4567198178
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT","2018-19",3605,577,12235327.09,21205.0729462738,80234022.33,67998695.24,18862.328776699
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT","2019-20",3396,575,11830397,20574.6034782609,79587269,67756872,19951.964664311
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT","2020-21",3302,564,11205423.34,19867.7718794326,80065129.32,68859705.98,20853.9388188976
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT","2021-22",3308,604,10042464,16626.5960264901,84233701,74191237,22427.8225513906
"130801060000","HYDE PARK CSD","2022-23",3313,587,11311465,19269.9574105622,91704224.76,80392759.76,24265.8496106248
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT","2023-24",3454,620,18529668.48,29886.5620645161,110816034.04,92286365.56,26718.6929820498
"130801060000","HYDE PARK CSD","2024-25",3285,588,19280379.09,32789.7603571429,116765007.02,97484627.93,29675.6858234399
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT","2018-19",675,132,28430,215.378787878788,17651982,17623552,26108.9659259259
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT","2019-20",649,125,0,0,17021453,17021453,26227.2003081664
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT","2020-21",612,130,1672232,12863.3230769231,17443399,15771167,25769.8807189542
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT","2021-22",631,133,378520,2846.01503759398,18371864,17993344,28515.6006339144
"131101040000","NORTHEAST CSD","2022-23",642,129,467850,3626.74418604651,19078293,18610443,28988.2289719626
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT","2023-24",660,144,3861948.45,26819.0864583333,24397748.92,20535800.47,31114.8491969697
"131101040000","NORTHEAST CSD","2024-25",643,125,4306714,34453.712,25342412,21035698,32714.9269051322
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT","2018-19",1116,127,6005088.98,47284.1651968504,31125756.56,25120667.58,22509.5587634409
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT","2019-20",1114,137,4609322.67,33644.6910218978,31529404.26,26920081.59,24165.2437971275
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT","2020-21",1093,133,3623099,27241.3458646617,30456661,26833562,24550.3769441903
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT","2021-22",1103,152,3662393,24094.6907894737,32084895,28422502,25768.3608340888
"131201040000","PAWLING CSD","2022-23",1087,156,3923917,25153.3141025641,33906177.66,29982260.66,27582.5765041398
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT","2023-24",1070,169,4952080.48,29302.2513609467,39138829.34,34186748.86,31950.2325794393
"131201040000","PAWLING CSD","2024-25",1080,183,5779867.16,31583.9735519126,41539392.89,35759525.73,33110.6719722222
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT","2018-19",898,149,2133184,14316.6711409396,24918923,22785739,25373.8741648107
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT","2019-20",904,139,2526622,18177.1366906475,25726605.16,23199983.16,25663.6981858407
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT","2020-21",869,130,2701466,20780.5076923077,25585529,22884063,26333.7894131185
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT","2021-22",866,124,3006215,24243.6693548387,26834198,23827983,27514.9919168591
"131301040000","PINE PLAINS CSD","2022-23",826,122,3019528,24750.2295081967,26940843,23921315,28960.4297820823
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT","2023-24",802,132,3834605.65,29050.0428030303,33671041.29,29836435.64,37202.5382044888
"131301040000","PINE PLAINS CSD","2024-25",781,144,5234208.22,36348.6681944444,36616602.88,31382394.66,40182.3235083227
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT","2018-19",4326,769,20294854.8,26391.2286085826,95673281.31,75378426.51,17424.5091331484
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT","2019-20",4272,807,11133480.85,13796.13488228,91537716.22,80404235.37,18821.2161446629
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT","2020-21",4150,810,10672264.49,13175.6351728395,83028930.75,72356666.26,17435.3412674699
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT","2021-22",4066,780,10973691,14068.8346153846,96030074,85056383,20918.9333497295
"131500010000","POUGHKEEPSIE CITY SD","2022-23",3824,770,12461300.42,16183.507038961,106719497.74,94258197.32,24649.1101778243
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT","2023-24",3841,768,14272423.16,18583.8843229167,120682559.02,106410135.86,27703.7583598021
"131500010000","POUGHKEEPSIE CITY SD","2024-25",3721,847,24261243.39,28643.7348170012,135102294.67,110841051.28,29787.9740069874
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT","2018-19",7990,1263,20734229.98,16416.6508155186,164182705.45,143448475.47,17953.501310388
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT","2019-20",7963,1267,24485303.43,19325.4170718232,167507828.31,143022524.88,17960.8847017456
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT","2020-21",7724,1270,25143424,19797.9716535433,176737358,151593934,19626.3508544795
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT","2021-22",7745,1348,28305336,20998.0237388724,183513150,155207814,20039.743576501
"131601060000","ARLINGTON CSD","2022-23",7696,1337,29121478,21781.2101720269,188879747,159758269,20758.6108367983
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT","2023-24",7785,1315,39557931.26,30082.0770038023,230019509.28,190461578.02,24465.1994887604
"131601060000","ARLINGTON CSD","2024-25",7644,1326,41734611.1,31474.0656862745,240710822.19,198976211.09,26030.3782169021
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT","2018-19",1501,218,3314914.18,15206.0283486239,37905851.63,34590937.45,23045.2614590273
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT","2019-20",1448,192,4141048.31,21567.9599479167,40681284.56,36540236.25,25234.9697859116
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT","2020-21",1474,191,6464380,33844.9214659686,42474225.37,36009845.37,24430.0172116689
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT","2021-22",1495,181,5976260,33018.0110497238,43239470,37263210,24925.2240802676
"131602020000","SPACKENKILL UFSD","2022-23",1537,183,5833661,31877.9289617486,43246288,37412627,24341.3318152245
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT","2023-24",1603,199,6911158.64,34729.44040201,52108432.73,45197274.09,28195.4298752339
"131602020000","SPACKENKILL UFSD","2024-25",1556,218,7327694.73,33613.2785779817,53393681.34,46065986.61,29605.3898521851
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT","2018-19",1861,257,8276725,32205.1556420233,43122811,34846086,18724.3879634605
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT","2019-20",1784,236,8386619,35536.5211864407,43221166,34834547,19526.091367713
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT","2020-21",1654,213,8428552,39570.6666666667,43491663,35063111,21198.9788391778
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT","2021-22",1645,219,8551034,39045.8173515982,46353987,37802953,22980.5185410334
"131701060000","RED HOOK CSD","2022-23",1586,207,4781306,23098.0966183575,50811545,46030239,29022.8493064313
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT","2023-24",1585,190,10506018,55294.8315789474,56227582,45721564,28846.4126182965
"131701060000","RED HOOK CSD","2024-25",1576,180,8938436,49657.9777777778,57490055,48551619,30806.8648477157
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT","2018-19",995,114,2553749,22401.3070175439,27983586,25429837,25557.6251256281
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT","2019-20",944,109,3663627,33611.2568807339,28345173,24681546,26145.7055084746
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT","2020-21",951,108,2974550,27542.1296296296,28984843,26010293,27350.4658254469
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT","2021-22",937,111,3254857,29323.036036036,29430915,26176058,27936.0277481323
"131801040000","RHINEBECK CSD","2022-23",937,127,3380214,26615.8582677165,31389402.27,28009188.27,29892.4101067236
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT","2023-24",911,128,3661557.51,28605.918046875,35793590.42,32132032.91,35271.1667508233
"131801040000","RHINEBECK CSD","2024-25",918,142,3957212.53,27867.6938732394,36717934,32760721.47,35687.0604248366
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT","2018-19",10671,1568,52353756,33388.875,205064103,152710347,14310.7812763565
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT","2019-20",10645,1575,31236211,19832.5149206349,206084563,174848352,16425.3970878347
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT","2020-21",10240,1589,29235814,18398.8760226558,206347724,177111910,17296.0849609375
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT","2021-22",10247,1660,27763920,16725.2530120482,217498681,189734761,18516.1277447058
"132101060000","WAPPINGERS CSD","2022-23",10288,1778,30182168,16975.3475815523,236407456,206225288,20045.2262830482
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT","2023-24",10556,1917,49887763,26023.8721961398,273256354,223368591,21160.3439749905
"132101060000","WAPPINGERS CSD","2024-25",10198,1979,54304912,27440.5821121779,290194465,235889553,23130.9622474995
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT","2018-19",891,148,3061999,20689.1824324324,23562942.03,20500943.03,23008.9147362514
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT","2019-20",880,148,2869689.68,19389.7951351351,23044462.36,20174772.68,22925.8780454545
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT","2020-21",834,140,2370311,16930.7928571429,23616713.81,21246402.81,25475.3031294964
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT","2021-22",842,136,2481044,18242.9705882353,24597798,22116754,26266.9287410926
"132201040000","MILLBROOK CSD","2022-23",834,133,2374962,17856.8571428571,24945250.84,22570288.84,27062.6964508393
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT","2023-24",779,142,4101875.11,28886.4444366197,31879799.97,27777924.86,35658.4401283697
"132201040000","MILLBROOK CSD","2024-25",744,154,4235278.18,27501.8063636364,32755284.24,28520006.06,38333.3414784946
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT","2018-19",1616,189,2101064.52,11116.7434920635,26212256,24111191.48,14920.2917574257
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT","2019-20",1581,188,2025341.7,10773.0941489362,26204690.93,24179349.23,15293.7060278305
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT","2020-21",1476,173,2087190.55,12064.6852601156,26682021.47,24594830.92,16663.1645799458
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT","2021-22",1498,184,2337783,12705.3423913043,27368840,25031057,16709.6508678238
"140101060000","ALDEN CSD","2022-23",1499,190,2847504.1,14986.8636842105,28795688.47,25948184.37,17310.3297998666
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT","2023-24",1550,191,876877.25,4590.98036649215,32372580.72,31495703.47,20319.8086903226
"140101060000","ALDEN CSD","2024-25",1472,197,2836592.51,14398.946751269,32799010.76,29962418.25,20354.9037024457
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT","2018-19",3016,362,4326595.44,11951.9211049724,48310560.73,43983965.29,14583.5428680371
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT","2019-20",2993,375,5255417.64,14014.44704,47155294.83,41899877.19,13999.2907417307
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT","2020-21",2931,362,4789953.65,13231.916160221,50982837.67,46192884.02,15760.1105493006
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT","2021-22",2928,357,4974306,13933.6302521008,55263671,50289365,17175.3295765027
"140201060000","AMHERST CSD","2022-23",2894,358,5304459.84,14816.9269273743,56691042.22,51386582.38,17756.2482308224
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT","2023-24",3028,387,4808723.97,12425.6433333333,66680650.03,61871926.06,20433.2648811096
"140201060000","AMHERST CSD","2024-25",2957,384,5164952.44,13450.3969791667,68057021.79,62892069.35,21268.877020629
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","2018-19",10081,1146,16980634.92,14817.3079581152,162437353.02,145456718.1,14428.7985418113
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","2019-20",9913,1170,16960369.03,14496.0419059829,159880190.59,142919821.56,14417.4136547967
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","2020-21",9584,1193,17707806.99,14843.0905196982,169083687.02,151375880.03,15794.6452452003
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","2021-22",9586,1202,22890957,19044.0574043261,178510876,155619919,16234.0829334446
"140203060000","WILLIAMSVILLE CSD","2022-23",9624,1265,23856140,18858.6086956522,184445053.01,160588913.01,16686.2960317955
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","2023-24",9849,1285,26262314.01,20437.5984513619,201138722.73,174876408.72,17755.7527383491
"140203060000","WILLIAMSVILLE CSD","2024-25",9598,1320,28689740.9,21734.6521969697,208694232.85,180004491.95,18754.3750729319
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT","2018-19",3360,324,5850036.75,18055.6689814815,64215302.54,58365265.79,17370.6148184524
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT","2019-20",3261,335,5837599.3,17425.6695522388,64562929.97,58725330.67,18008.3810702239
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT","2020-21",3275,350,6080334.55,17372.3844285714,67552863.52,61472528.97,18770.2378534351
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT","2021-22",3334,372,6346445,17060.3360215054,71662952,65316507,19591.0338932214
"140207060000","SWEET HOME CSD","2022-23",3517,402,7395740.61,18397.3647014925,79327238.18,71931497.57,20452.5156582314
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT","2023-24",3679,412,10289288.19,24974.000461165,96363054.33,86073766.14,23395.9679641207
"140207060000","SWEET HOME CSD","2024-25",3774,442,10530372.62,23824.3724434389,94398234.53,83867861.91,22222.538926868
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT","2018-19",1769,225,5025719.56,22336.5313777778,29356254.25,24330534.69,13753.8353250424
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT","2019-20",1758,225,4058791.21,18039.0720444444,26322125.84,22263334.63,12664.0128725825
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT","2020-21",1700,227,5948958.71,26206.8665638767,28143152.59,22194193.88,13055.4081647059
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT","2021-22",1661,222,3435032,15473.1171171171,31674346,28239314,17001.3931366647
"140301030000","EAST AURORA UFSD","2022-23",1701,225,4218335.42,18748.1574222222,34685623.85,30467288.43,17911.3982539683
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT","2023-24",1728,243,3278638.17,13492.3381481481,38809582.03,35530943.86,20561.8888078704
"140301030000","EAST AURORA UFSD","2024-25",1750,244,2599005.34,10651.6612295082,42418034.59,39819029.25,22753.731
"140600010000","BUFFALO CITY SCHOOL DISTRICT","2018-19",33290,7161,122168457,17060.2509426058,632963601,510795144,15343.8012616401
"140600010000","BUFFALO CITY SCHOOL DISTRICT","2019-20",32504,7331,117083688,15971.0391488201,616268462,499184774,15357.6413364509
"140600010000","BUFFALO CITY SCHOOL DISTRICT","2020-21",30642,6667,121235870,18184.4712764362,625622669,504386799,16460.6356961034
"140600010000","BUFFALO CITY SCHOOL DISTRICT","2021-22",30126,6451,155370299,24084.6843900171,716009252,560638953,18609.8039235212
"140600010000","BUFFALO CITY SD","2022-23",29471,6481,150113740,23162.1262150903,1003972955.99,853859215.99,28972.8619995928
"140600010000","BUFFALO CITY SCHOOL DISTRICT","2023-24",29501,6955,232939232,33492.3410496046,425960327.89,193021095.89,6542.86620419647
"140600010000","BUFFALO CITY SD","2024-25",29479,7166,211594669.53,29527.5843608708,958622345.31,747027675.78,25341.0114244038
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT","2018-19",2209,332,4276382.19,12880.669246988,37386764.09,33110381.9,14988.8555454957
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT","2019-20",2246,385,4218614.16,10957.4393766234,37158071.89,32939457.73,14665.8315805877
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT","2020-21",2202,354,4002263.72,11305.8297175141,37462568.01,33460304.29,15195.415208901
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT","2021-22",2150,356,3761593,10566.2724719101,39619083,35857490,16677.9023255814
"140701060000","CHEEKTOWAGA CSD","2022-23",2220,341,4402951.05,12911.8799120235,41765178.62,37362227.57,16829.8322387387
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT","2023-24",2347,397,6886870.58,17347.2810579345,54675308.56,47788437.98,20361.4989262889
"140701060000","CHEEKTOWAGA CSD","2024-25",2319,395,5175870.4,13103.4693670886,56209570.35,51033699.95,22006.7701379905
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","2018-19",2249,286,3495720.94,12222.8004895105,33511734.59,30016013.65,13346.3822365496
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","2019-20",2182,313,2330041.41,7444.2217571885,33677854.2,31347812.79,14366.5503162236
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","2020-21",2111,319,2608487.18,8177.07579937304,35325365.72,32716878.54,15498.2844812885
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","2021-22",2139,326,2725562,8360.61963190184,36882219,34156657,15968.5165965404
"140702030000","CHEEKTOWAGA-MARYVALE UFSD","2022-23",2187,335,3591885.05,10722.0449253731,39672731.73,36080846.68,16497.8722816644
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","2023-24",2238,356,3898269.6,10950.195505618,50369600.78,46471331.18,20764.6698748883
"140702030000","CHEEKTOWAGA-MARYVALE UFSD","2024-25",2236,361,3992767.97,11060.2990858726,49783306.46,45790538.49,20478.7739221825
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT","2018-19",1289,194,3679197.79,18964.9370618557,24135729.49,20456531.7,15870.0788983708
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT","2019-20",1285,182,2241949.43,12318.4034615385,23228612.38,20986662.95,16332.0334241245
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT","2020-21",1291,164,2119591.98,12924.3413414634,23538687.15,21419095.17,16591.0884353215
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT","2021-22",1305,164,2342943,14286.237804878,26171012,23828069,18259.0567049808
"140703020000","CLEVELAND HILL UFSD","2022-23",1328,169,2558687.21,15140.1610059172,26474937.98,23916250.77,18009.2249774096
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT","2023-24",1347,197,1872286.17,9503.9907106599,32574880.96,30702594.79,22793.3146176689
"140703020000","CLEVELAND HILL UFSD","2024-25",1364,191,2975213.64,15577.0347643979,34014230.19,31039016.55,22755.8772360704
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT","2018-19",1852,259,2998166,11575.9305019305,30479736,27481570,14838.8606911447
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT","2019-20",1784,286,4443956,15538.3076923077,29881244,25437288,14258.5695067265
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT","2020-21",1759,283,4607594,16281.2508833922,31088278,26480684,15054.3968163729
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT","2021-22",1755,286,5090098,17797.5454545455,33685116,28595018,16293.4575498576
"140707030000","DEPEW UFSD","2022-23",1837,282,25646893,90946.4290780142,40834754,15187861,8267.75231355471
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT","2023-24",1863,292,8483547.89,29053.2461986301,46547709,38064161.11,20431.648475577
"140707030000","DEPEW UFSD","2024-25",1847,301,6629700.29,22025.582358804,45852752.19,39223051.9,21236.0865728208
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT","2018-19",1330,171,3422569,20015.0233918129,25834205,22411636,16850.8541353383
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT","2019-20",1279,176,3362171,19103.2443181818,25266891,21904720,17126.4425332291
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT","2020-21",1234,178,3320578,18654.9325842697,24614301,21293723,17255.8533225284
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT","2021-22",1273,214,3364768,15723.214953271,26086999,22722231,17849.3566378633
"140709030000","CHEEKTOWAGA-SLOAN UFSD","2022-23",1261,220,3350153,15227.9681818182,26998086,23647933,18753.3172085646
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT","2023-24",1260,209,5180055,24784.95215311,33472825,28292770,22454.5793650794
"140709030000","CHEEKTOWAGA-SLOAN UFSD","2024-25",1248,216,5051389.39,23386.0619907407,33601177.53,28549788.14,22876.4328044872
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT","2018-19",4399,554,5836594.8,10535.3696750903,64669399.76,58832804.96,13374.1316117299
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT","2019-20",4228,567,5683522.59,10023.8493650794,66013767.55,60330244.96,14269.2159318827
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT","2020-21",4062,531,5962043.62,11227.954086629,67979955.92,62017912.3,15267.8267602166
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT","2021-22",4073,542,6456645,11912.6291512915,75472027,69015382,16944.606432605
"140801060000","CLARENCE CSD","2022-23",4084,574,5917809,10309.7717770035,78170308,72252499,17691.6011263467
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT","2023-24",4239,572,10527843.53,18405.3208566434,83023419.53,72495576,17102.0467091295
"140801060000","CLARENCE CSD","2024-25",4081,587,9627975.06,16402.0018057922,86743861.5,77115886.44,18896.3211075717
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","2018-19",1738,199,3439950.75,17286.1846733668,31996903.94,28556953.19,16430.9281875719
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","2019-20",1647,216,4919433,22775.1527777778,31900095,26980662,16381.7012750455
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","2020-21",1523,233,2437633,10461.9442060086,30454387,28016754,18395.7675640184
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","2021-22",1552,236,2855947,12101.4703389831,31037120,28181173,18157.9722938144
"141101060000","SPRINGVILLE-GRIFFITH INST CSD","2022-23",1583,252,3440605,13653.1944444444,35695571,32254966,20375.8471257107
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","2023-24",1629,243,4047573.28,16656.6801646091,40855088.26,36807514.98,22595.1595948435
"141101060000","SPRINGVILLE-GRIFFITH INST CSD","2024-25",1559,242,3266927.46,13499.7002479339,41449320.28,38182392.82,24491.5925721616
"141201060000","EDEN CENTRAL SCHOOL DISTRICT","2018-19",1368,232,2588596,11157.7413793103,6749712,4161116,3041.7514619883
"141201060000","EDEN CENTRAL SCHOOL DISTRICT","2019-20",1359,251,3056628,12177.8007968127,24093762,21037134,15479.8631346578
"141201060000","EDEN CENTRAL SCHOOL DISTRICT","2020-21",1310,228,3047167,13364.7675438596,23787330,20740163,15832.1854961832
"141201060000","EDEN CENTRAL SCHOOL DISTRICT","2021-22",1306,224,2379431,10622.4598214286,25662565,23283134,17827.8208269525
"141201060000","EDEN CSD","2022-23",1300,218,4876835,22370.8027522936,28034988,23158153,17813.9638461538
"141201060000","EDEN CENTRAL SCHOOL DISTRICT","2023-24",1309,251,4778295.06,19037.0321115538,31431138.45,26652843.39,20361.2248968678
"141201060000","EDEN CSD","2024-25",1284,233,5102716.94,21900.0727038627,32729047.46,27626330.52,21515.8337383178
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT","2018-19",2198,378,7142144,18894.5608465608,42884695,35742551,16261.3971792539
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT","2019-20",2127,383,6632063,17316.091383812,43622879.03,36990816.03,17391.0747672779
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT","2020-21",2053,366,7636833,20865.6639344262,44310959.01,36674126.01,17863.6756015587
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT","2021-22",2039,369,7760882,21032.2005420054,45406372,37645490,18462.721922511
"141301060000","IROQUOIS CSD","2022-23",2055,354,8515428,24054.8813559322,49398802,40883374,19894.5858880779
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT","2023-24",2055,322,9040998.71,28077.6357453416,52878118,43837119.29,21331.9315279805
"141301060000","IROQUOIS CSD","2024-25",2073,299,9206900,30792.3076923077,54737737.56,45530837.56,21963.7421900627
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","2018-19",2268,458,5506643,12023.2379912664,46777148,41270505,18196.8716931217
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","2019-20",2179,439,5601712,12760.1640091116,46727540,41125828,18873.7163836622
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","2020-21",2091,426,5322597,12494.3591549296,45902685,40580088,19407.0243902439
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","2021-22",2084,441,5719810,12970.0907029478,48492647,42772837,20524.3939539347
"141401060000","EVANS-BRANT CSD (LAKE SHORE)","2022-23",2089,457,6004450,13138.8402625821,49818909,43814459,20973.8913355673
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","2023-24",2133,456,7073406.62,15511.856622807,55680368.69,48606962.07,22788.0741068917
"141401060000","EVANS-BRANT CSD (LAKE SHORE)","2024-25",2010,439,6446641.97,14684.8336446469,65300002.88,58853360.91,29280.2790597015
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT","2018-19",2869,345,4984558.84,14447.9966376812,50631672.7,45647113.86,15910.4614360404
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT","2019-20",2905,374,4937209.73,13201.0955347594,50538020.84,45600811.11,15697.353222031
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT","2020-21",2799,367,4963753.27,13525.2132697548,50198068.11,45234314.84,16160.8841872097
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT","2021-22",2835,370,6424924,17364.6594594595,53855609,47430685,16730.4003527337
"141501060000","GRAND ISLAND CSD","2022-23",2839,362,5854219.77,16171.8778176796,55208086.14,49353866.37,17384.2431736527
