"ENTITY_CD","ENTITY_NAME","YEAR","PK12 Enrollment","SWD Enrollment","Special Education Expenditures","Special Education Expenditures/Pupil","Total Expenditures","General Education Expenditures","General Education Expenditures/Pupil"
"622002060000","ELLENVILLE CENTRAL SCHOOL DISTRICT","2020-21",1490,275,3427334,12463.0327272727,38780629,35353295,23727.0436241611
"622002060000","ELLENVILLE CENTRAL SCHOOL DISTRICT","2021-22",1462,271,3706756,13678.0664206642,42377893,38671137,26450.8461012312
"622002060000","ELLENVILLE CSD","2022-23",1406,279,4056648,14539.9569892473,47148126,43091478,30648.2773826458
"622002060000","ELLENVILLE CENTRAL SCHOOL DISTRICT","2023-24",1394,295,11204724,37982.1152542373,53219465,42014741,30139.6994261119
"622002060000","ELLENVILLE CSD","2024-25",1426,316,11234957,35553.6613924051,61580778,50345821,35305.6248246844
"630101040000","BOLTON CENTRAL SCHOOL DISTRICT","2018-19",187,18,525881,29215.6111111111,7792281,7266400,38857.7540106952
"630101040000","BOLTON CENTRAL SCHOOL DISTRICT","2019-20",199,21,550903,26233.4761904762,7733315,7182412,36092.5226130653
"630101040000","BOLTON CENTRAL SCHOOL DISTRICT","2020-21",179,17,522019,30707,7592960,7070941,39502.4636871508
"630101040000","BOLTON CENTRAL SCHOOL DISTRICT","2021-22",163,13,461343,35487.9230769231,7685738,7224395,44321.4417177914
"630101040000","BOLTON CSD","2022-23",181,16,469778,29361.125,7656038,7186260,39703.0939226519
"630101040000","BOLTON CENTRAL SCHOOL DISTRICT","2023-24",180,13,538996,41461.2307692308,8525280,7986284,44368.2444444444
"630101040000","BOLTON CSD","2024-25",165,8,755819.24,94477.405,9018234,8262414.76,50075.240969697
"630202040000","NORTH WARREN CENTRAL SCHOOL DISTRICT","2018-19",522,55,893742,16249.8545454545,11145436,10251694,19639.2605363985
"630202040000","NORTH WARREN CENTRAL SCHOOL DISTRICT","2019-20",509,51,1099132,21551.6078431373,11417693,10318561,20272.2220039293
"630202040000","NORTH WARREN CENTRAL SCHOOL DISTRICT","2020-21",475,47,1348952,28701.1063829787,11293853,9944901,20936.6336842105
"630202040000","NORTH WARREN CENTRAL SCHOOL DISTRICT","2021-22",477,44,927929,21089.2954545455,12080392,11152463,23380.4255765199
"630202040000","NORTH WARREN CSD","2022-23",465,40,1105123,27628.075,13254562,12149439,26127.8258064516
"630202040000","NORTH WARREN CENTRAL SCHOOL DISTRICT","2023-24",472,48,2081506,43364.7083333333,12649315,10567809,22389.4258474576
"630202040000","NORTH WARREN CSD","2024-25",470,56,1912038,34143.5357142857,13860270,11948232,25421.770212766
"630300010000","GLENS FALLS CITY SCHOOL DISTRICT","2018-19",2099,356,5326732,14962.7303370787,35650437,30323705,14446.7389232968
"630300010000","GLENS FALLS CITY SCHOOL DISTRICT","2019-20",2058,374,4628087,12374.564171123,35257453,30629366,14883.0738581147
"630300010000","GLENS FALLS CITY SCHOOL DISTRICT","2020-21",1956,349,4729415,13551.3323782235,35994614,31265199,15984.2530674847
"630300010000","GLENS FALLS CITY SCHOOL DISTRICT","2021-22",1990,342,4484780,13113.3918128655,37886017,33401237,16784.5412060301
"630300010000","GLENS FALLS CITY SD","2022-23",1951,311,0,0,44433378.89,44433378.89,22774.6688313685
"630300010000","GLENS FALLS CITY SCHOOL DISTRICT","2023-24",1988,355,8956974.4,25230.9138028169,49478114.02,40521139.62,20382.8670120724
"630300010000","GLENS FALLS CITY SD","2024-25",1971,388,9018759.62,23244.2258247423,51763127.15,42744367.53,21686.6400456621
"630601040000","JOHNSBURG CENTRAL SCHOOL DISTRICT","2018-19",326,45,5713747,126972.155555556,8204595,2490848,7640.63803680982
"630601040000","JOHNSBURG CENTRAL SCHOOL DISTRICT","2019-20",311,44,729616,16582.1818181818,8438366,7708750,24786.9774919614
"630601040000","JOHNSBURG CENTRAL SCHOOL DISTRICT","2020-21",302,43,1291526,30035.488372093,8684200,7392674,24479.0529801325
"630601040000","JOHNSBURG CENTRAL SCHOOL DISTRICT","2021-22",297,42,1149150,27360.7142857143,8819386,7670236,25825.7104377104
"630601040000","JOHNSBURG CSD","2022-23",278,48,1133303,23610.4791666667,9174073,8040770,28923.6330935252
"630601040000","JOHNSBURG CENTRAL SCHOOL DISTRICT","2023-24",251,43,1012217.47,23539.9411627907,11263077.9,10250860.43,40840.0813944223
"630601040000","JOHNSBURG CSD","2024-25",244,39,937035.72,24026.5569230769,11123883.81,10186848.09,41749.3774180328
"630701040000","LAKE GEORGE CENTRAL SCHOOL DISTRICT","2018-19",749,95,2327200,24496.8421052632,20311560,17984360,24011.1615487316
"630701040000","LAKE GEORGE CENTRAL SCHOOL DISTRICT","2019-20",722,89,2117281,23789.6741573034,20606241,18488960,25607.9778393352
"630701040000","LAKE GEORGE CENTRAL SCHOOL DISTRICT","2020-21",699,97,1987029,20484.8350515464,20641582,18654553,26687.4864091559
"630701040000","LAKE GEORGE CENTRAL SCHOOL DISTRICT","2021-22",645,99,1971571,19914.8585858586,20792816,18821245,29180.2248062015
"630701040000","LAKE GEORGE CSD","2022-23",630,87,2076090,23863.1034482759,21707554,19631464,31161.053968254
"630701040000","LAKE GEORGE CENTRAL SCHOOL DISTRICT","2023-24",606,83,2991501.1,36042.1819277108,23424594.15,20433093.05,33717.975330033
"630701040000","LAKE GEORGE CSD","2024-25",595,79,3069165.91,38850.2013924051,23846560.33,20777394.42,34919.9906218487
"630801040000","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","2018-19",657,101,3103729,30729.9900990099,17248804,14145075,21529.7945205479
"630801040000","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","2019-20",665,117,2544845,21750.811965812,16823882,14279037,21472.2360902256
"630801040000","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","2020-21",635,114,2848432,24986.2456140351,18073794,15225362,23976.9480314961
"630801040000","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","2021-22",651,108,2986172,27649.7407407407,19037298,16051126,24656.1075268817
"630801040000","HADLEY-LUZERNE CSD","2022-23",644,110,2969078,26991.6181818182,19792990,16823912,26124.0869565217
"630801040000","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","2023-24",631,109,1089577,9996.11926605505,22143845,21054268,33366.5103011094
"630801040000","HADLEY-LUZERNE CSD","2024-25",625,112,2916914.32,26043.8778571429,22381415.11,19464500.79,31143.201264
"630902030000","QUEENSBURY UNION FREE SCHOOL DISTRICT","2018-19",3196,506,2495864,4932.53754940711,50654566,48158702,15068.4299123905
"630902030000","QUEENSBURY UNION FREE SCHOOL DISTRICT","2019-20",3135,502,6157401,12265.7390438247,51878682,45721281,14584.1406698565
"630902030000","QUEENSBURY UNION FREE SCHOOL DISTRICT","2020-21",3054,502,8959622,17847.8525896414,58406839,49447217,16190.9682383759
"630902030000","QUEENSBURY UNION FREE SCHOOL DISTRICT","2021-22",3063,502,7216511,14375.5199203187,53018720,45802209,14953.3819784525
"630902030000","QUEENSBURY UFSD","2022-23",3007,498,9170552,18414.7630522088,55984133,46813581,15568.2011972065
"630902030000","QUEENSBURY UNION FREE SCHOOL DISTRICT","2023-24",3057,560,9151600,16342.1428571429,65446321,56294721,18415.0215897939
"630902030000","QUEENSBURY UFSD","2024-25",3028,543,9402366,17315.591160221,66573472,57171106,18880.8143989432
"630918080000","GLENS FALLS COMMON SCHOOL DISTRICT","2018-19",163,39,693736,17788.1025641026,3128834,2435098,14939.2515337423
"630918080000","GLENS FALLS COMMON SCHOOL DISTRICT","2019-20",157,35,865246,24721.3142857143,3637620.74,2772374.74,17658.4378343949
"630918080000","GLENS FALLS COMMON SCHOOL DISTRICT","2020-21",152,41,1057649,25796.3170731707,5056015,3998366,26305.0394736842
"630918080000","GLENS FALLS COMMON SCHOOL DISTRICT","2021-22",159,40,686315,17157.875,0,-686315,-4316.4465408805
"630918080000","GLENS FALLS COMN SD","2022-23",155,45,376512,8366.93333333333,5240278,4863766,31379.135483871
"630918080000","GLENS FALLS COMMON SCHOOL DISTRICT","2023-24",143,43,872237,20284.5813953488,3710431.74,2838194.74,19847.5156643357
"630918080000","GLENS FALLS COMN SD","2024-25",138,32,483454,15107.9375,3573725,3090271,22393.268115942
"631201040000","WARRENSBURG CENTRAL SCHOOL DISTRICT","2018-19",725,129,2567998,19906.9612403101,16808006,14240008,19641.3903448276
"631201040000","WARRENSBURG CENTRAL SCHOOL DISTRICT","2019-20",686,138,2458273,17813.5724637681,16182772,13724499,20006.5583090379
"631201040000","WARRENSBURG CENTRAL SCHOOL DISTRICT","2020-21",650,122,2511269,20584.1721311475,16611539,14100270,21692.7230769231
"631201040000","WARRENSBURG CENTRAL SCHOOL DISTRICT","2021-22",672,136,2463114,18111.1323529412,17940023,15476909,23031.1145833333
"631201040000","WARRENSBURG CSD","2022-23",663,117,2598308,22207.7606837607,18054346,15456038,23312.2745098039
"631201040000","WARRENSBURG CENTRAL SCHOOL DISTRICT","2023-24",627,119,3317253,27876.0756302521,21445815,18128562,28913.1770334928
"631201040000","WARRENSBURG CSD","2024-25",587,117,3290260,28121.8803418803,22467860,19177600,32670.528109029
"640101040000","ARGYLE CENTRAL SCHOOL DISTRICT","2018-19",489,73,728054,9973.34246575343,10793109.8,10065055.8,20582.936196319
"640101040000","ARGYLE CENTRAL SCHOOL DISTRICT","2019-20",480,66,2347252,35564.4242424242,11165847,8818595,18372.0729166667
"640101040000","ARGYLE CENTRAL SCHOOL DISTRICT","2020-21",448,61,1573221,25790.5081967213,9990605,8417384,18788.8035714286
"640101040000","ARGYLE CENTRAL SCHOOL DISTRICT","2021-22",479,63,1389585,22056.9047619048,11039229,9649644,20145.3945720251
"640101040000","ARGYLE CSD","2022-23",493,64,1461978,22843.40625,11667289,10205311,20700.4279918864
"640101040000","ARGYLE CENTRAL SCHOOL DISTRICT","2023-24",497,79,2175833,27542.1898734177,13626220,11450387,23039.0080482897
"640101040000","ARGYLE CSD","2024-25",500,81,2273712,28070.5185185185,14431962,12158250,24316.5
"640502040000","FORT ANN CENTRAL SCHOOL DISTRICT","2018-19",468,67,1883981,28119.1194029851,10485897,8601916,18380.1623931624
"640502040000","FORT ANN CENTRAL SCHOOL DISTRICT","2019-20",451,58,2178102,37553.4827586207,10609228,8431126,18694.2926829268
"640502040000","FORT ANN CENTRAL SCHOOL DISTRICT","2020-21",421,55,2322017,42218.4909090909,11095836,8773819,20840.4251781473
"640502040000","FORT ANN CENTRAL SCHOOL DISTRICT","2021-22",436,53,2188063,41284.2075471698,11490499,9302436,21335.8623853211
"640502040000","FORT ANN CSD","2022-23",458,65,1369614,21070.9846153846,11218003,9848389,21503.0327510917
"640502040000","FORT ANN CENTRAL SCHOOL DISTRICT","2023-24",442,67,2379423.12,35513.7779104478,15224039.25,12844616.13,29060.2174886878
"640502040000","FORT ANN CSD","2024-25",458,74,2517612.17,34021.7860810811,15825518.93,13307906.76,29056.5649781659
"640601020000","FORT EDWARD UNION FREE SCHOOL DISTRICT","2018-19",475,74,1793786,24240.3513513513,12136006,10342220,21773.0947368421
"640601020000","FORT EDWARD UNION FREE SCHOOL DISTRICT","2019-20",465,87,1918657,22053.5287356322,10542519,8623862,18545.9397849462
"640601020000","FORT EDWARD UNION FREE SCHOOL DISTRICT","2020-21",401,75,1474846,19664.6133333333,8419351,6944505,17317.9675810474
"640601020000","FORT EDWARD UNION FREE SCHOOL DISTRICT","2021-22",389,71,1141601,16078.8873239437,9287038,8145437,20939.4267352185
"640601020000","FORT EDWARD UFSD","2022-23",384,69,1276296,18497.0434782609,10393997,9117701,23744.0130208333
"640601020000","FORT EDWARD UNION FREE SCHOOL DISTRICT","2023-24",378,74,1669736,22564,11584386,9914650,26229.2328042328
"640601020000","FORT EDWARD UFSD","2024-25",366,88,2065825,23475.2840909091,12243447,10177622,27807.7103825137
"640701040000","GRANVILLE CENTRAL SCHOOL DISTRICT","2018-19",1114,200,2319217,11596.085,19725339,17406122,15624.8850987433
"640701040000","GRANVILLE CENTRAL SCHOOL DISTRICT","2019-20",1071,195,2611966.23,13394.6986153846,19608902.5,16996936.27,15870.1552474323
"640701040000","GRANVILLE CENTRAL SCHOOL DISTRICT","2020-21",1028,204,2472059.55,12117.9389705882,18678835.01,16206775.46,15765.3457782101
"640701040000","GRANVILLE CENTRAL SCHOOL DISTRICT","2021-22",1024,205,2063802,10067.3268292683,21402984,19339182,18885.919921875
"640701040000","GRANVILLE CSD","2022-23",1010,203,2149402.74,10588.1908374384,22409648.65,20260245.91,20059.6494158416
"640701040000","GRANVILLE CENTRAL SCHOOL DISTRICT","2023-24",1012,199,2297756.29,11546.5140201005,25029399.83,22731643.54,22462.0983596838
"640701040000","GRANVILLE CSD","2024-25",977,215,2809004.23,13065.1359534884,27135660.52,24326656.29,24899.341136131
"640801040000","GREENWICH CENTRAL SCHOOL DISTRICT","2018-19",960,140,2335972,16685.5142857143,18405173,16069201,16738.7510416667
"640801040000","GREENWICH CENTRAL SCHOOL DISTRICT","2019-20",945,140,2104607.13,15032.9080714286,17625807.93,15521200.8,16424.5511111111
"640801040000","GREENWICH CENTRAL SCHOOL DISTRICT","2020-21",921,144,2055034.51,14271.0729861111,17366739.54,15311705.03,16625.0868946797
"640801040000","GREENWICH CENTRAL SCHOOL DISTRICT","2021-22",896,138,1431194,10370.9710144928,18203288,16772094,18718.8549107143
"640801040000","GREENWICH CSD","2022-23",895,141,1483240.09,10519.4332624113,19307445.11,17824205.02,19915.3128715084
"640801040000","GREENWICH CENTRAL SCHOOL DISTRICT","2023-24",863,156,2201690.42,14113.4001282051,21752648.57,19550958.15,22654.644438007
"640801040000","GREENWICH CSD","2024-25",862,154,1507048.15,9786.02694805195,22993305.71,21486257.56,24926.0528538283
"641001040000","HARTFORD CENTRAL SCHOOL DISTRICT","2018-19",422,81,1026350,12670.987654321,9653400,8627050,20443.2464454976
"641001040000","HARTFORD CENTRAL SCHOOL DISTRICT","2019-20",429,89,1002510,11264.1573033708,9227704,8225194,19172.9463869464
"641001040000","HARTFORD CENTRAL SCHOOL DISTRICT","2020-21",398,71,712641,10037.1971830986,8981636,8268995,20776.3693467337
"641001040000","HARTFORD CENTRAL SCHOOL DISTRICT","2021-22",396,74,748151,10110.1486486486,9942695,9194544,23218.5454545455
"641001040000","HARTFORD CSD","2022-23",388,80,593215,7415.1875,10352754,9759539,25153.4510309278
"641001040000","HARTFORD CENTRAL SCHOOL DISTRICT","2023-24",364,80,1302979.35,16287.241875,12621437.86,11318458.51,31094.6662362637
"641001040000","HARTFORD CSD","2024-25",352,84,999743.27,11901.7055952381,12654948.44,11655205.17,33111.3783238636
"641301060000","HUDSON FALLS CENTRAL SCHOOL DISTRICT","2018-19",2375,469,6258517.5,13344.3869936034,34656761.23,28398243.73,11957.1552547368
"641301060000","HUDSON FALLS CENTRAL SCHOOL DISTRICT","2019-20",2379,500,5838995.19,11677.99038,33488411.66,27649416.47,11622.2851912568
"641301060000","HUDSON FALLS CENTRAL SCHOOL DISTRICT","2020-21",2240,478,5636664.28,11792.1846861925,34188341.11,28551676.83,12746.2842991071
"641301060000","HUDSON FALLS CENTRAL SCHOOL DISTRICT","2021-22",2246,465,6436965,13842.935483871,37658761,31221796,13901.0667853963
"641301060000","HUDSON FALLS CSD","2022-23",2175,445,6757709.1,15185.8631460674,40414282.24,33656573.14,15474.2865011494
"641301060000","HUDSON FALLS CENTRAL SCHOOL DISTRICT","2023-24",2163,486,5186136.55,10671.0628600823,63087530,57901393.45,26769.0214748035
"641301060000","HUDSON FALLS CSD","2024-25",2101,510,5647778.27,11074.0750392157,49567193.87,43919415.6,20904.0531175631
"641401040000","PUTNAM CENTRAL SCHOOL DISTRICT","2018-19",0,0,110079,,1482093,1372014,
"641401040000","PUTNAM CENTRAL SCHOOL DISTRICT","2019-20",32,5,0,0,736299.76,736299.76,23009.3675
"641401040000","PUTNAM CENTRAL SCHOOL DISTRICT","2020-21",38,2,0,0,1540692,1540692,40544.5263157895
"641401040000","PUTNAM CENTRAL SCHOOL DISTRICT","2021-22",50,2,0,0,1563388,1563388,31267.76
"641401040000","PUTNAM CSD","2022-23",47,4,0,0,1687850,1687850,35911.7021276596
"641401040000","PUTNAM CENTRAL SCHOOL DISTRICT","2023-24",38,4,160061,40015.25,2442080,2282019,60053.1315789474
"641401040000","PUTNAM CSD","2024-25",28,3,146597,48865.6666666667,2126578,1979981,70713.6071428571
"641501040000","SALEM CENTRAL SCHOOL DISTRICT","2018-19",549,81,1407903.09,17381.5196296296,10302963.56,8895060.47,16202.2959380692
"641501040000","SALEM CENTRAL SCHOOL DISTRICT","2019-20",556,89,1804298.81,20273.0203370787,10836087.83,9031789.02,16244.2248561151
"641501040000","SALEM CENTRAL SCHOOL DISTRICT","2020-21",540,81,2147182.45,26508.425308642,10924065.93,8776883.48,16253.4879259259
"641501040000","SALEM CENTRAL SCHOOL DISTRICT","2021-22",562,85,2235267,26297.2588235294,12257560,10022293,17833.2615658363
"641501040000","SALEM CSD","2022-23",557,85,2112970.79,24858.4798823529,13068847.14,10955876.35,19669.4368940754
"641501040000","SALEM CENTRAL SCHOOL DISTRICT","2023-24",540,96,2490414.17,25941.8142708333,14679649.1,12189234.93,22572.6572777778
"641501040000","SALEM CSD","2024-25",525,89,3355470.47,37701.9153932584,15760675.24,12405204.77,23628.9614666667
"641610040000","CAMBRIDGE CENTRAL SCHOOL DISTRICT","2018-19",868,131,1695979.57,12946.4089312977,17303337.75,15607358.18,17980.8273963134
"641610040000","CAMBRIDGE CENTRAL SCHOOL DISTRICT","2019-20",823,141,1889124.88,13398.0487943262,16663858.43,14774733.55,17952.2886391252
"641610040000","CAMBRIDGE CENTRAL SCHOOL DISTRICT","2020-21",779,137,1857820.83,13560.7359854015,16726815.4,14868994.57,19087.2844287548
"641610040000","CAMBRIDGE CENTRAL SCHOOL DISTRICT","2021-22",817,154,1604669,10419.9285714286,17468186,15863517,19416.7894736842
"641610040000","CAMBRIDGE CSD","2022-23",810,151,3175667,21030.9072847682,19168773,15993106,19744.575308642
"641610040000","CAMBRIDGE CENTRAL SCHOOL DISTRICT","2023-24",805,136,2269073.5,16684.3639705882,22105463.86,19836390.36,24641.4787080745
"641610040000","CAMBRIDGE CSD","2024-25",780,145,2991343.46,20629.9548965517,22237433.49,19246090.03,24674.4743974359
"641701060000","WHITEHALL CENTRAL SCHOOL DISTRICT","2018-19",718,135,1513864,11213.8074074074,13924250.01,12410386.01,17284.6601810585
"641701060000","WHITEHALL CENTRAL SCHOOL DISTRICT","2019-20",719,134,1701300,12696.2686567164,15078131,13376831,18604.7719054242
"641701060000","WHITEHALL CENTRAL SCHOOL DISTRICT","2020-21",693,115,468162,4070.97391304348,15612674,15144512,21853.5526695527
"641701060000","WHITEHALL CENTRAL SCHOOL DISTRICT","2021-22",731,118,219758,1862.35593220339,16801423,16581665,22683.53625171
"641701060000","WHITEHALL CSD","2022-23",673,123,1853726,15070.9430894309,18391691,16537965,24573.4992570579
"641701060000","WHITEHALL CENTRAL SCHOOL DISTRICT","2023-24",675,139,3289236,23663.5683453237,18560975,15271739,22624.7985185185
"641701060000","WHITEHALL CSD","2024-25",657,142,3307083,23289.3169014085,19511862,16204779,24664.8082191781
"650101060000","NEWARK CENTRAL SCHOOL DISTRICT","2018-19",2165,268,7618657,28427.8246268657,40956233,33337576,15398.4184757506
"650101060000","NEWARK CENTRAL SCHOOL DISTRICT","2019-20",2091,271,7744276,28576.6642066421,42043394,34299118,16403.212816834
"650101060000","NEWARK CENTRAL SCHOOL DISTRICT","2020-21",2000,266,3999452,15035.5338345865,42429656,38430204,19215.102
"650101060000","NEWARK CENTRAL SCHOOL DISTRICT","2021-22",1941,267,3854923,14437.9138576779,44573251,40718328,20978.0154559505
"650101060000","NEWARK CSD","2022-23",1929,277,4391950,15855.4151624549,48472072,44080122,22851.2814930016
"650101060000","NEWARK CENTRAL SCHOOL DISTRICT","2023-24",1846,285,9948635.07,34907.4914736842,54999387.73,45050752.66,24404.5247345612
"650101060000","NEWARK CSD","2024-25",1817,302,9569920,31688.4768211921,56769439,47199519,25976.6202531646
"650301040000","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT","2018-19",790,131,3234830.68,24693.3639694656,18507269.73,15272439.05,19332.2013291139
"650301040000","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT","2019-20",784,127,1861728,14659.2755905512,16899553,15037825,19180.8992346939
"650301040000","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT","2020-21",730,121,1868266,15440.2148760331,16088213,14219947,19479.3794520548
"650301040000","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT","2021-22",773,124,2069210,16687.1774193548,17370402,15301192,19794.5562742561
"650301040000","CLYDE-SAVANNAH CSD","2022-23",770,131,2286616,17455.0839694656,20305883,18019267,23401.6454545455
"650301040000","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT","2023-24",757,126,4127113,32754.8650793651,23688365,19561252,25840.4914134742
"650301040000","CLYDE-SAVANNAH CSD","2024-25",692,123,3981772,32372.1300813008,26052108,22070336,31893.549132948
"650501040000","LYONS CENTRAL SCHOOL DISTRICT","2018-19",945,126,4464513.39,35432.6459523809,22313468.65,17848955.26,18887.7833439153
"650501040000","LYONS CENTRAL SCHOOL DISTRICT","2019-20",872,130,4591969,35322.8384615385,22431637,17839668,20458.3348623853
"650501040000","LYONS CENTRAL SCHOOL DISTRICT","2020-21",871,136,1687786,12410.1911764706,21061804.16,19374018.16,22243.4192422503
"650501040000","LYONS CENTRAL SCHOOL DISTRICT","2021-22",842,137,1795186,13103.5474452555,23630438,21835252,25932.6033254157
"650501040000","LYONS CSD","2022-23",875,132,0,0,25533658,25533658,29181.3234285714
"650501040000","LYONS CENTRAL SCHOOL DISTRICT","2023-24",900,157,5686246.5,36218.1305732484,30403118,24716871.5,27463.1905555556
"650501040000","LYONS CSD","2024-25",916,179,5205412.28,29080.5155307263,32416636.04,27211223.76,29706.5761572052
"650701040000","MARION CENTRAL SCHOOL DISTRICT","2018-19",708,95,2867973,30189.1894736842,15029000,12161027,17176.5918079096
"650701040000","MARION CENTRAL SCHOOL DISTRICT","2019-20",687,108,2685341,24864.2685185185,15418564,12733223,18534.5312954876
"650701040000","MARION CENTRAL SCHOOL DISTRICT","2020-21",610,102,2443155,23952.5,15396138,12952983,21234.3983606557
"650701040000","MARION CENTRAL SCHOOL DISTRICT","2021-22",641,84,3404109,40525.1071428571,17018916,13614807,21239.9485179407
"650701040000","MARION CSD","2022-23",648,83,2412109,29061.5542168675,18645907,16233798,25052.1574074074
"650701040000","MARION CENTRAL SCHOOL DISTRICT","2023-24",627,103,0,0,20692058,20692058,33001.687400319
"650701040000","MARION CSD","2024-25",603,110,3664994,33318.1272727273,20229475,16564481,27470.1177446103
"650801060000","WAYNE CENTRAL SCHOOL DISTRICT","2018-19",2257,325,5304016,16320.0492307692,41589636,36285620,16076.9251218432
"650801060000","WAYNE CENTRAL SCHOOL DISTRICT","2019-20",2127,320,7953894.1,24855.9190625,38904572.89,30950678.79,14551.3299435825
"650801060000","WAYNE CENTRAL SCHOOL DISTRICT","2020-21",2035,311,7600788,24439.8327974277,38705620,31104832,15284.9297297297
"650801060000","WAYNE CENTRAL SCHOOL DISTRICT","2021-22",2018,322,7510116,23323.3416149068,40290221,32780105,16243.8577799802
"650801060000","WAYNE CSD","2022-23",2043,335,8313938,24817.7253731343,43343180,35029242,17145.9823788546
"650801060000","WAYNE CENTRAL SCHOOL DISTRICT","2023-24",2091,331,8060938,24353.2870090634,50536118.82,42475180.82,20313.3337254902
"650801060000","WAYNE CSD","2024-25",2031,332,8411042.04,25334.4639759036,53442930.37,45031888.33,22172.2739192516
"650901060000","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","2018-19",1900,232,4071178,17548.1810344828,32114436,28043258,14759.6094736842
"650901060000","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","2019-20",1861,236,4293125,18191.2076271186,34386838,30093713,16170.7216550242
"650901060000","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","2020-21",1799,207,4344604,20988.4251207729,34888224,30543620,16978.1100611451
"650901060000","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","2021-22",1780,223,4520440,20271.0313901345,37522374,33001934,18540.4123595506
"650901060000","PALMYRA-MACEDON CSD","2022-23",1771,208,6461349,31064.1778846154,38607089,32145740,18151.1801242236
"650901060000","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","2023-24",1733,230,6583986,28626.0260869565,45482183,38898197,22445.5839584535
"650901060000","PALMYRA-MACEDON CSD","2024-25",1637,224,7324479,32698.5669642857,48385989,41061510,25083.3903481979
"650902040000","GANANDA CENTRAL SCHOOL DISTRICT","2018-19",941,93,1816776,19535.2258064516,17074579,15257803,16214.4558979809
"650902040000","GANANDA CENTRAL SCHOOL DISTRICT","2019-20",975,113,1694468,14995.2920353982,18016773,16322305,16740.8256410256
"650902040000","GANANDA CENTRAL SCHOOL DISTRICT","2020-21",887,100,1774052,17740.52,17174570,15400518,17362.4780157835
"650902040000","GANANDA CENTRAL SCHOOL DISTRICT","2021-22",897,100,2219696,22196.96,19868847,17649151,19675.7536231884
"650902040000","GANANDA CSD","2022-23",880,97,2452575.95,25284.2881443299,20812108.99,18359533.04,20863.1057272727
"650902040000","GANANDA CENTRAL SCHOOL DISTRICT","2023-24",862,116,3615270,31166.1206896552,24376123.51,20760853.51,24084.5168329466
"650902040000","GANANDA CSD","2024-25",839,109,3772723.31,34612.1404587156,24977501.39,21204778.08,25273.8713706794
"651201060000","SODUS CENTRAL SCHOOL DISTRICT","2018-19",1060,137,3464705.66,25289.8223357664,6495116.96,3030411.3,2858.87858490566
"651201060000","SODUS CENTRAL SCHOOL DISTRICT","2019-20",1026,157,4270560.22,27201.0205095541,21287339.72,17016779.5,16585.5550682261
"651201060000","SODUS CENTRAL SCHOOL DISTRICT","2020-21",998,158,6296688,39852.4556962025,25387392,19090704,19128.9619238477
"651201060000","SODUS CENTRAL SCHOOL DISTRICT","2021-22",1007,156,1077047,6904.14743589744,33066331,31989284,31766.915590864
"651201060000","SODUS CSD","2022-23",1031,156,2158992.43,13839.6950641026,23745535,21586542.57,20937.4806692532
"651201060000","SODUS CENTRAL SCHOOL DISTRICT","2023-24",1084,190,2354376.98,12391.4577894737,26735684.32,24381307.34,22491.9809409594
"651201060000","SODUS CSD","2024-25",1031,163,1253508.76,7690.23779141104,28278928.25,27025419.49,26212.8220077595
"651402040000","WILLIAMSON CENTRAL SCHOOL DISTRICT","2018-19",1088,145,2853854,19681.7517241379,17753821,14899967,13694.8226102941
"651402040000","WILLIAMSON CENTRAL SCHOOL DISTRICT","2019-20",1049,138,3619626,26229.1739130435,19579021,15959395,15213.913250715
"651402040000","WILLIAMSON CENTRAL SCHOOL DISTRICT","2020-21",1043,138,2499004,18108.7246376812,19874805,17375801,16659.4448705657
"651402040000","WILLIAMSON CENTRAL SCHOOL DISTRICT","2021-22",1011,123,2709550,22028.8617886179,21051365,18341815,18142.2502472799
"651402040000","WILLIAMSON CSD","2022-23",995,117,2958575,25286.9658119658,22438489,19479914,19577.8030150754
"651402040000","WILLIAMSON CENTRAL SCHOOL DISTRICT","2023-24",993,136,3796046,27912.1029411765,25509728,21713682,21866.749244713
"651402040000","WILLIAMSON CSD","2024-25",943,125,2259280.22,18074.24176,24606727.09,22347446.87,23698.2469459173
"651501060000","NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT","2018-19",1245,144,3977931,27624.5208333333,26851112,22873181,18372.0329317269
"651501060000","NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT","2019-20",1154,161,3358132,20857.9627329193,24964083,21605951,18722.6611785095
