"REPORT_YEAR","DISTRICT_CD","DISTRICT_NAME","NONPUB_BEDS","NONPUB_NAME","N_DRT_PK","N_DRT_K_6","N_DRT_7_12","91_240_N_DRT_K12"
"2020-21","010100","ALBANY","010100115665","BLESSED SACRAMENT SCHOOL",11,56,27,83
"2020-21","010100","ALBANY","010100115671","MATER  CHRISTI SCHOOL",8,97,32,129
"2020-21","010100","ALBANY","010100115684","ALL SAINTS' CATHOLIC ACADEMY",11,79,23,102
"2020-21","010100","ALBANY","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,32,32
"2020-21","010100","ALBANY","010100118044","BISHOP MAGINN HIGH SCHOOL",0,0,94,94
"2020-21","010100","ALBANY","010100208496","MAIMONIDES HEBREW DAY SCHOOL",3,21,14,35
"2020-21","010100","ALBANY","010100216559","HEBREW ACADEMY-CAPITAL DISTRICT",0,22,6,28
"2020-21","010100","ALBANY","010100996179","CASTLE ISLAND BILINGUAL MONTESSORI",4,6,0,6
"2020-21","010100","ALBANY","010100996428","ALBANY ACADEMIES (THE)",5,40,104,144
"2020-21","010100","ALBANY","010100997616","FREE SCHOOL",2,3,5,8
"2020-21","010100","ALBANY","010306115761","ST THOMAS THE APOSTLE SCHOOL",2,6,3,9
"2020-21","010100","ALBANY","010306809859","MT MORIAH ACADEMY",0,4,7,11
"2020-21","010100","ALBANY","010306999575","BETHLEHEM CHILDRENS SCHOOL",0,5,0,5
"2020-21","010100","ALBANY","010601115674","CHRISTIAN BROTHERS ACADEMY",0,4,43,47
"2020-21","010100","ALBANY","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",1,6,2,8
"2020-21","010100","ALBANY","010601629639","AN NUR ISLAMIC SCHOOL",0,11,7,18
"2020-21","010100","ALBANY","010623115655","ST AMBROSE SCHOOL",0,1,0,1
"2020-21","010100","ALBANY","010623115753","ST PIUS X SCHOOL",2,22,7,29
"2020-21","010100","ALBANY","010623116561","SAINT GREGORY'S SCHOOL",0,5,1,6
"2020-21","010100","ALBANY","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",0,4,10,14
"2020-21","010100","ALBANY","051901425832","UNION SPRINGS ACADEMY",0,0,1,1
"2020-21","010100","ALBANY","101601996549","DARROW SCHOOL",0,0,1,1
"2020-21","010100","ALBANY","310300145456","XAVIER HIGH SCHOOL",0,0,1,1
"2020-21","010100","ALBANY","490301999028","WOODLAND HILL MONTESSORI SCHOOL",7,23,0,23
"2020-21","010100","ALBANY","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,9,9
"2020-21","010100","ALBANY","490801116667","LA SALLE INSTITUTE",0,2,15,17
"2020-21","010100","ALBANY","491200995972","DOANE STUART SCHOOL (THE)",0,5,28,33
"2020-21","010100","ALBANY","491302999322","ROBERT C PARKER SCHOOL",0,12,8,20
"2020-21","010100","ALBANY","491700997083","EMMA WILLARD SCHOOL",0,0,13,13
"2020-21","010100","ALBANY","491700999668","SUSAN ODELL TAYLOR SCHOOL (THE)",0,2,1,3
"2020-21","010100","ALBANY","521800999102","WALDORF SCHOOL-SARATOGA SPRINGS",0,0,1,1
"2020-21","010100","ALBANY","530301995716","RIVERRUN COMMUNITY MONTESSORI",0,4,0,4
"2020-21","010100","ALBANY","530600115681","NOTRE DAME-BISHOP GIBBONS SCHOOL",0,1,16,17
"2020-21","010100","ALBANY","530600996315","BRIGHT HOPE ACADEMY CENTER",0,0,1,1
"2020-21","010100","ALBANY","530600999304","BROWN SCHOOL",0,0,1,1
"2020-21","010201","BERNE KNOX","010100115665","BLESSED SACRAMENT SCHOOL",0,2,0,2
"2020-21","010201","BERNE KNOX","010100115684","ALL SAINTS' CATHOLIC ACADEMY",0,1,0,1
"2020-21","010201","BERNE KNOX","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,1,1
"2020-21","010201","BERNE KNOX","010100996428","ALBANY ACADEMIES (THE)",0,1,2,3
"2020-21","010201","BERNE KNOX","010201805052","HELDERBERG CHRISTIAN SCHOOL",0,7,11,18
"2020-21","010201","BERNE KNOX","010306115761","ST THOMAS THE APOSTLE SCHOOL",0,0,1,1
"2020-21","010201","BERNE KNOX","010802115707","ST MADELEINE SOPHIE SCHOOL",1,1,0,1
"2020-21","010201","BERNE KNOX","190701859503","GRAPEVILLE CHRISTIAN SCHOOL",0,0,1,1
"2020-21","010201","BERNE KNOX","490301999028","WOODLAND HILL MONTESSORI SCHOOL",2,1,0,1
"2020-21","010201","BERNE KNOX","530600999304","BROWN SCHOOL",0,0,1,1
"2020-21","010201","BERNE KNOX","541001996223","COUNTRY CLASSROOM",0,1,0,1
"2020-21","010306","BETHLEHEM","010100115665","BLESSED SACRAMENT SCHOOL",0,2,0,2
"2020-21","010306","BETHLEHEM","010100115671","MATER  CHRISTI SCHOOL",3,4,1,5
"2020-21","010306","BETHLEHEM","010100115684","ALL SAINTS' CATHOLIC ACADEMY",3,0,0,0
"2020-21","010306","BETHLEHEM","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,22,22
"2020-21","010306","BETHLEHEM","010100118044","BISHOP MAGINN HIGH SCHOOL",0,0,2,2
"2020-21","010306","BETHLEHEM","010100208496","MAIMONIDES HEBREW DAY SCHOOL",0,4,0,4
"2020-21","010306","BETHLEHEM","010100216559","HEBREW ACADEMY-CAPITAL DISTRICT",0,9,1,10
"2020-21","010306","BETHLEHEM","010100996179","CASTLE ISLAND BILINGUAL MONTESSORI",1,0,0,0
"2020-21","010306","BETHLEHEM","010100996428","ALBANY ACADEMIES (THE)",4,24,65,89
"2020-21","010306","BETHLEHEM","010201805052","HELDERBERG CHRISTIAN SCHOOL",0,0,1,1
"2020-21","010306","BETHLEHEM","010306115761","ST THOMAS THE APOSTLE SCHOOL",17,42,12,54
"2020-21","010306","BETHLEHEM","010306999575","BETHLEHEM CHILDRENS SCHOOL",19,13,0,13
"2020-21","010306","BETHLEHEM","010601115674","CHRISTIAN BROTHERS ACADEMY",0,5,17,22
"2020-21","010306","BETHLEHEM","010623115753","ST PIUS X SCHOOL",1,3,1,4
"2020-21","010306","BETHLEHEM","010623116561","SAINT GREGORY'S SCHOOL",0,3,1,4
"2020-21","010306","BETHLEHEM","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",0,3,7,10
"2020-21","010306","BETHLEHEM","101601996549","DARROW SCHOOL",0,0,1,1
"2020-21","010306","BETHLEHEM","151102996601","NORTHWOOD SCHOOL",0,0,1,1
"2020-21","010306","BETHLEHEM","310300996831","STEPHEN GAYNOR SCHOOL",0,1,0,1
"2020-21","010306","BETHLEHEM","490301115686","HOLY SPIRIT SCHOOL",1,0,0,0
"2020-21","010306","BETHLEHEM","490301999028","WOODLAND HILL MONTESSORI SCHOOL",12,13,6,19
"2020-21","010306","BETHLEHEM","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,1,1
"2020-21","010306","BETHLEHEM","490801116667","LA SALLE INSTITUTE",0,2,18,20
"2020-21","010306","BETHLEHEM","491200995972","DOANE STUART SCHOOL (THE)",0,3,11,14
"2020-21","010306","BETHLEHEM","491302999322","ROBERT C PARKER SCHOOL",1,5,1,6
"2020-21","010306","BETHLEHEM","491700997083","EMMA WILLARD SCHOOL",0,0,3,3
"2020-21","010306","BETHLEHEM","530301995716","RIVERRUN COMMUNITY MONTESSORI",0,1,0,1
"2020-21","010306","BETHLEHEM","530600999304","BROWN SCHOOL",0,0,1,1
"2020-21","010306","BETHLEHEM","620600995752","HUDSON VALLEY SUDBURY SCHOOL",0,0,3,3
"2020-21","010402","RAVENA COEYMANS","010100115665","BLESSED SACRAMENT SCHOOL",0,0,1,1
"2020-21","010402","RAVENA COEYMANS","010100115671","MATER  CHRISTI SCHOOL",0,2,0,2
"2020-21","010402","RAVENA COEYMANS","010100115684","ALL SAINTS' CATHOLIC ACADEMY",1,2,0,2
"2020-21","010402","RAVENA COEYMANS","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,8,8
"2020-21","010402","RAVENA COEYMANS","010100996179","CASTLE ISLAND BILINGUAL MONTESSORI",1,0,0,0
"2020-21","010402","RAVENA COEYMANS","010100996428","ALBANY ACADEMIES (THE)",0,5,2,7
"2020-21","010402","RAVENA COEYMANS","010201805052","HELDERBERG CHRISTIAN SCHOOL",0,3,0,3
"2020-21","010402","RAVENA COEYMANS","010306115761","ST THOMAS THE APOSTLE SCHOOL",4,34,5,39
"2020-21","010402","RAVENA COEYMANS","010306809859","MT MORIAH ACADEMY",3,6,0,6
"2020-21","010402","RAVENA COEYMANS","010601115674","CHRISTIAN BROTHERS ACADEMY",0,0,10,10
"2020-21","010402","RAVENA COEYMANS","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",0,1,0,1
"2020-21","010402","RAVENA COEYMANS","010623116561","SAINT GREGORY'S SCHOOL",0,1,0,1
"2020-21","010402","RAVENA COEYMANS","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",1,1,3,4
"2020-21","010402","RAVENA COEYMANS","190701859503","GRAPEVILLE CHRISTIAN SCHOOL",0,2,0,2
"2020-21","010402","RAVENA COEYMANS","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,3,3
"2020-21","010402","RAVENA COEYMANS","490801116667","LA SALLE INSTITUTE",0,1,8,9
"2020-21","010402","RAVENA COEYMANS","491200995972","DOANE STUART SCHOOL (THE)",0,0,2,2
"2020-21","010402","RAVENA COEYMANS","491302999322","ROBERT C PARKER SCHOOL",0,1,0,1
"2020-21","010402","RAVENA COEYMANS","491700997083","EMMA WILLARD SCHOOL",0,0,1,1
"2020-21","010402","RAVENA COEYMANS","491700999668","SUSAN ODELL TAYLOR SCHOOL (THE)",0,2,0,2
"2020-21","010402","RAVENA COEYMANS","530600115681","NOTRE DAME-BISHOP GIBBONS SCHOOL",0,0,1,1
"2020-21","010500","COHOES","010100115665","BLESSED SACRAMENT SCHOOL",0,1,0,1
"2020-21","010500","COHOES","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,1,1
"2020-21","010500","COHOES","010100216559","HEBREW ACADEMY-CAPITAL DISTRICT",0,2,0,2
"2020-21","010500","COHOES","010100996179","CASTLE ISLAND BILINGUAL MONTESSORI",1,0,0,0
"2020-21","010500","COHOES","010100996428","ALBANY ACADEMIES (THE)",1,0,3,3
"2020-21","010500","COHOES","010601115674","CHRISTIAN BROTHERS ACADEMY",0,1,4,5
"2020-21","010500","COHOES","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",0,2,0,2
"2020-21","010500","COHOES","010623115655","ST AMBROSE SCHOOL",2,11,0,11
"2020-21","010500","COHOES","010623115753","ST PIUS X SCHOOL",0,2,2,4
"2020-21","010500","COHOES","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",0,0,2,2
"2020-21","010500","COHOES","490301115686","HOLY SPIRIT SCHOOL",0,1,0,1
"2020-21","010500","COHOES","490301999028","WOODLAND HILL MONTESSORI SCHOOL",1,2,0,2
"2020-21","010500","COHOES","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,14,14
"2020-21","010500","COHOES","522101115719","ST MARY'S SCHOOL",0,4,2,6
"2020-21","010601","SOUTH COLONIE","010100115665","BLESSED SACRAMENT SCHOOL",0,1,0,1
"2020-21","010601","SOUTH COLONIE","010100115671","MATER  CHRISTI SCHOOL",0,4,1,5
"2020-21","010601","SOUTH COLONIE","010100115684","ALL SAINTS' CATHOLIC ACADEMY",4,8,0,8
"2020-21","010601","SOUTH COLONIE","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,13,13
"2020-21","010601","SOUTH COLONIE","010100118044","BISHOP MAGINN HIGH SCHOOL",0,0,1,1
"2020-21","010601","SOUTH COLONIE","010100996428","ALBANY ACADEMIES (THE)",0,2,10,12
"2020-21","010601","SOUTH COLONIE","010601115674","CHRISTIAN BROTHERS ACADEMY",0,5,58,63
"2020-21","010601","SOUTH COLONIE","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",1,18,3,21
"2020-21","010601","SOUTH COLONIE","010601629639","AN NUR ISLAMIC SCHOOL",0,18,11,29
"2020-21","010601","SOUTH COLONIE","010623115655","ST AMBROSE SCHOOL",1,1,0,1
"2020-21","010601","SOUTH COLONIE","010623115753","ST PIUS X SCHOOL",12,47,4,51
"2020-21","010601","SOUTH COLONIE","010623116561","SAINT GREGORY'S SCHOOL",0,3,1,4
"2020-21","010601","SOUTH COLONIE","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",0,7,12,19
"2020-21","010601","SOUTH COLONIE","010802115707","ST MADELEINE SOPHIE SCHOOL",0,7,0,7
"2020-21","010601","SOUTH COLONIE","140600996435","BUFFALO SEMINARY",0,0,1,1
"2020-21","010601","SOUTH COLONIE","490301115686","HOLY SPIRIT SCHOOL",0,1,0,1
"2020-21","010601","SOUTH COLONIE","490301999028","WOODLAND HILL MONTESSORI SCHOOL",0,2,0,2
"2020-21","010601","SOUTH COLONIE","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,11,11
"2020-21","010601","SOUTH COLONIE","490801116667","LA SALLE INSTITUTE",0,0,8,8
"2020-21","010601","SOUTH COLONIE","491200995972","DOANE STUART SCHOOL (THE)",3,2,3,5
"2020-21","010601","SOUTH COLONIE","491700997083","EMMA WILLARD SCHOOL",0,0,2,2
"2020-21","010601","SOUTH COLONIE","530202807972","MEKEEL CHRISTIAN ACADEMY",0,1,4,5
"2020-21","010601","SOUTH COLONIE","530301115682","ST KATERI PARISH SCHOOL",0,1,0,1
"2020-21","010601","SOUTH COLONIE","530600115681","NOTRE DAME-BISHOP GIBBONS SCHOOL",0,0,20,20
"2020-21","010601","SOUTH COLONIE","530600999304","BROWN SCHOOL",0,4,1,5
"2020-21","010615","MENANDS","010100115665","BLESSED SACRAMENT SCHOOL",0,6,0,6
"2020-21","010615","MENANDS","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,3,3
"2020-21","010615","MENANDS","010100996428","ALBANY ACADEMIES (THE)",0,0,2,2
"2020-21","010615","MENANDS","010601115674","CHRISTIAN BROTHERS ACADEMY",0,0,1,1
"2020-21","010615","MENANDS","010601629639","AN NUR ISLAMIC SCHOOL",0,0,1,1
"2020-21","010615","MENANDS","010623115753","ST PIUS X SCHOOL",0,8,2,10
"2020-21","010615","MENANDS","010623116561","SAINT GREGORY'S SCHOOL",0,5,0,5
"2020-21","010615","MENANDS","101601996549","DARROW SCHOOL",0,0,1,1
"2020-21","010615","MENANDS","490301999028","WOODLAND HILL MONTESSORI SCHOOL",0,1,1,2
"2020-21","010615","MENANDS","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,2,2
"2020-21","010615","MENANDS","490801116667","LA SALLE INSTITUTE",0,0,2,2
"2020-21","010615","MENANDS","491700999668","SUSAN ODELL TAYLOR SCHOOL (THE)",1,0,0,0
"2020-21","010623","NORTH COLONIE CSD","010100115665","BLESSED SACRAMENT SCHOOL",0,1,2,3
"2020-21","010623","NORTH COLONIE CSD","010100115684","ALL SAINTS' CATHOLIC ACADEMY",0,1,0,1
"2020-21","010623","NORTH COLONIE CSD","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,28,28
"2020-21","010623","NORTH COLONIE CSD","010100216559","HEBREW ACADEMY-CAPITAL DISTRICT",0,0,1,1
"2020-21","010623","NORTH COLONIE CSD","010100996428","ALBANY ACADEMIES (THE)",1,21,67,88
"2020-21","010623","NORTH COLONIE CSD","010601115674","CHRISTIAN BROTHERS ACADEMY",0,13,58,71
"2020-21","010623","NORTH COLONIE CSD","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",2,9,0,9
"2020-21","010623","NORTH COLONIE CSD","010601629639","AN NUR ISLAMIC SCHOOL",0,7,0,7
"2020-21","010623","NORTH COLONIE CSD","010623115655","ST AMBROSE SCHOOL",19,11,0,11
"2020-21","010623","NORTH COLONIE CSD","010623115753","ST PIUS X SCHOOL",21,85,15,100
"2020-21","010623","NORTH COLONIE CSD","010623116561","SAINT GREGORY'S SCHOOL",10,56,13,69
"2020-21","010623","NORTH COLONIE CSD","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",4,8,17,25
"2020-21","010623","NORTH COLONIE CSD","010623996017","ALBANY MONTESSORI EDUCATION CTR, LLC",3,0,0,0
"2020-21","010623","NORTH COLONIE CSD","310300999404","DWIGHT SCHOOL (THE)",0,0,1,1
"2020-21","010623","NORTH COLONIE CSD","490301115686","HOLY SPIRIT SCHOOL",1,1,0,1
"2020-21","010623","NORTH COLONIE CSD","490301999028","WOODLAND HILL MONTESSORI SCHOOL",7,24,7,31
"2020-21","010623","NORTH COLONIE CSD","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,15,15
"2020-21","010623","NORTH COLONIE CSD","490801116667","LA SALLE INSTITUTE",0,1,24,25
"2020-21","010623","NORTH COLONIE CSD","490804115704","ST JUDE THE APOSTLE SCHOOL",1,1,0,1
"2020-21","010623","NORTH COLONIE CSD","491200995972","DOANE STUART SCHOOL (THE)",0,2,4,6
"2020-21","010623","NORTH COLONIE CSD","491700858430","REDEMPTION CHRISTIAN ACADEMY",0,1,0,1
"2020-21","010623","NORTH COLONIE CSD","491700997083","EMMA WILLARD SCHOOL",0,0,16,16
"2020-21","010623","NORTH COLONIE CSD","491700999668","SUSAN ODELL TAYLOR SCHOOL (THE)",0,2,0,2
"2020-21","010623","NORTH COLONIE CSD","520302995153","MOTHER TERESA ACADEMY",2,0,0,0
"2020-21","010623","NORTH COLONIE CSD","522101115719","ST MARY'S SCHOOL",0,2,0,2
"2020-21","010623","NORTH COLONIE CSD","530202807972","MEKEEL CHRISTIAN ACADEMY",0,1,2,3
"2020-21","010623","NORTH COLONIE CSD","530600115681","NOTRE DAME-BISHOP GIBBONS SCHOOL",0,0,1,1
"2020-21","010623","NORTH COLONIE CSD","530600999304","BROWN SCHOOL",1,3,1,4
"2020-21","010701","GREEN ISLAND","010100115671","MATER  CHRISTI SCHOOL",0,1,1,2
"2020-21","010701","GREEN ISLAND","010100115684","ALL SAINTS' CATHOLIC ACADEMY",0,1,0,1
"2020-21","010701","GREEN ISLAND","010100996428","ALBANY ACADEMIES (THE)",0,1,0,1
"2020-21","010701","GREEN ISLAND","010601115674","CHRISTIAN BROTHERS ACADEMY",0,1,1,2
"2020-21","010701","GREEN ISLAND","010623115655","ST AMBROSE SCHOOL",0,1,0,1
"2020-21","010701","GREEN ISLAND","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,8,8
"2020-21","010701","GREEN ISLAND","490801116667","LA SALLE INSTITUTE",0,0,5,5
"2020-21","010701","GREEN ISLAND","491200995972","DOANE STUART SCHOOL (THE)",0,1,1,2
"2020-21","010701","GREEN ISLAND","491700115756","SACRED HEART SCHOOL",0,1,0,1
"2020-21","010701","GREEN ISLAND","522101115719","ST MARY'S SCHOOL",0,1,0,1
"2020-21","010802","GUILDERLAND","010100115665","BLESSED SACRAMENT SCHOOL",0,1,1,2
"2020-21","010802","GUILDERLAND","010100115671","MATER  CHRISTI SCHOOL",2,13,0,13
"2020-21","010802","GUILDERLAND","010100115684","ALL SAINTS' CATHOLIC ACADEMY",6,15,3,18
"2020-21","010802","GUILDERLAND","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,1,10,11
"2020-21","010802","GUILDERLAND","010100208496","MAIMONIDES HEBREW DAY SCHOOL",0,2,2,4
"2020-21","010802","GUILDERLAND","010100996428","ALBANY ACADEMIES (THE)",1,6,30,36
"2020-21","010802","GUILDERLAND","010306115761","ST THOMAS THE APOSTLE SCHOOL",1,1,0,1
"2020-21","010802","GUILDERLAND","010306999575","BETHLEHEM CHILDRENS SCHOOL",2,4,0,4
"2020-21","010802","GUILDERLAND","010601115674","CHRISTIAN BROTHERS ACADEMY",0,4,32,36
"2020-21","010802","GUILDERLAND","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",2,2,1,3
"2020-21","010802","GUILDERLAND","010601629639","AN NUR ISLAMIC SCHOOL",0,3,4,7
"2020-21","010802","GUILDERLAND","010623115753","ST PIUS X SCHOOL",3,7,1,8
"2020-21","010802","GUILDERLAND","010623116561","SAINT GREGORY'S SCHOOL",0,3,2,5
"2020-21","010802","GUILDERLAND","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",2,3,5,8
"2020-21","010802","GUILDERLAND","010623996017","ALBANY MONTESSORI EDUCATION CTR, LLC",1,0,0,0
"2020-21","010802","GUILDERLAND","010802115707","ST MADELEINE SOPHIE SCHOOL",27,17,0,17
"2020-21","010802","GUILDERLAND","270100115723","ST MARY'S INST ELEMENTARY SCHOOL",1,0,0,0
"2020-21","010802","GUILDERLAND","490301999028","WOODLAND HILL MONTESSORI SCHOOL",4,11,4,15
"2020-21","010802","GUILDERLAND","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,1,1
"2020-21","010802","GUILDERLAND","490801116667","LA SALLE INSTITUTE",0,1,6,7
"2020-21","010802","GUILDERLAND","491200995972","DOANE STUART SCHOOL (THE)",0,1,6,7
"2020-21","010802","GUILDERLAND","491700997083","EMMA WILLARD SCHOOL",0,0,6,6
"2020-21","010802","GUILDERLAND","530202807972","MEKEEL CHRISTIAN ACADEMY",0,2,2,4
"2020-21","010802","GUILDERLAND","530600999304","BROWN SCHOOL",2,4,3,7
"2020-21","010802","GUILDERLAND","580201996687","STONY BROOK SCHOOL (THE)",0,0,1,1
"2020-21","011003","VOORHEESVILLE","010100115684","ALL SAINTS' CATHOLIC ACADEMY",0,1,0,1
"2020-21","011003","VOORHEESVILLE","010100115724","ACADEMY OF HOLY NAMES-UPPER SCHOOL",0,0,4,4
"2020-21","011003","VOORHEESVILLE","010100216559","HEBREW ACADEMY-CAPITAL DISTRICT",0,3,0,3
"2020-21","011003","VOORHEESVILLE","010100996428","ALBANY ACADEMIES (THE)",0,4,13,17
"2020-21","011003","VOORHEESVILLE","010306115761","ST THOMAS THE APOSTLE SCHOOL",3,7,1,8
"2020-21","011003","VOORHEESVILLE","010306809859","MT MORIAH ACADEMY",0,0,1,1
"2020-21","011003","VOORHEESVILLE","010306999575","BETHLEHEM CHILDRENS SCHOOL",4,2,0,2
"2020-21","011003","VOORHEESVILLE","010601115674","CHRISTIAN BROTHERS ACADEMY",0,0,7,7
"2020-21","011003","VOORHEESVILLE","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",0,4,0,4
"2020-21","011003","VOORHEESVILLE","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",0,0,1,1
"2020-21","011003","VOORHEESVILLE","010802115707","ST MADELEINE SOPHIE SCHOOL",1,0,0,0
"2020-21","011003","VOORHEESVILLE","490301999028","WOODLAND HILL MONTESSORI SCHOOL",0,9,1,10
"2020-21","011003","VOORHEESVILLE","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,2,2
"2020-21","011003","VOORHEESVILLE","490801116667","LA SALLE INSTITUTE",0,0,2,2
"2020-21","011003","VOORHEESVILLE","491200995972","DOANE STUART SCHOOL (THE)",0,0,1,1
"2020-21","011003","VOORHEESVILLE","530202807972","MEKEEL CHRISTIAN ACADEMY",0,0,1,1
"2020-21","011003","VOORHEESVILLE","541001996223","COUNTRY CLASSROOM",0,2,0,2
"2020-21","011200","WATERVLIET","010100115665","BLESSED SACRAMENT SCHOOL",0,0,1,1
"2020-21","011200","WATERVLIET","010100997616","FREE SCHOOL",1,0,0,0
"2020-21","011200","WATERVLIET","010306115761","ST THOMAS THE APOSTLE SCHOOL",1,1,0,1
"2020-21","011200","WATERVLIET","010601115674","CHRISTIAN BROTHERS ACADEMY",0,0,3,3
"2020-21","011200","WATERVLIET","010601315801","OUR SAVIOR'S LUTHERAN SCHOOL",0,2,0,2
"2020-21","011200","WATERVLIET","010623115655","ST AMBROSE SCHOOL",2,9,0,9
"2020-21","011200","WATERVLIET","010623115753","ST PIUS X SCHOOL",0,18,3,21
"2020-21","011200","WATERVLIET","010623806562","LOUDONVILLE CHRISTIAN SCHOOL",0,0,1,1
"2020-21","011200","WATERVLIET","490301115686","HOLY SPIRIT SCHOOL",1,0,0,0
"2020-21","011200","WATERVLIET","490601115672","CATHOLIC CENTRAL HIGH SCHOOL",0,0,16,16
"2020-21","011200","WATERVLIET","490801116667","LA SALLE INSTITUTE",0,0,1,1
"2020-21","011200","WATERVLIET","490804115704","ST JUDE THE APOSTLE SCHOOL",0,2,0,2
"2020-21","011200","WATERVLIET","491700115756","SACRED HEART SCHOOL",0,1,0,1
"2020-21","011200","WATERVLIET","491700999668","SUSAN ODELL TAYLOR SCHOOL (THE)",0,2,1,3
"2020-21","011200","WATERVLIET","522101115719","ST MARY'S SCHOOL",0,3,1,4
"2020-21","020101","ALFRED ALMOND","022001807067","HOUGHTON ACADEMY",0,0,1,1
"2020-21","020101","ALFRED ALMOND","022601136563","IMMACULATE CONCEPTION SCHOOL",0,1,0,1
"2020-21","020101","ALFRED ALMOND","571800996146","ST ANN'S ACADEMY",1,1,0,1
"2020-21","020601","ANDOVER","022601136563","IMMACULATE CONCEPTION SCHOOL",2,8,1,9
"2020-21","020702","GENESEE VALLEY CSD","022001807067","HOUGHTON ACADEMY",0,0,1,1
"2020-21","020702","GENESEE VALLEY CSD","022601136563","IMMACULATE CONCEPTION SCHOOL",1,0,0,0
"2020-21","020801","BELFAST","020801659054","VALLEYVIEW AMISH SCHOOL",0,19,6,25
"2020-21","020801","BELFAST","022601136563","IMMACULATE CONCEPTION SCHOOL",0,3,0,3
"2020-21","021102","CANASERAGA","240401809547","GENESEE COUNTRY CHRISTIAN SCHOOL",0,4,0,4
"2020-21","021601","FRIENDSHIP","021601658896","FRIENDSHIP AMISH SCHOOL",0,17,6,23
"2020-21","021601","FRIENDSHIP","022601136563","IMMACULATE CONCEPTION SCHOOL",0,5,0,5
"2020-21","022001","FILLMORE","022001807067","HOUGHTON ACADEMY",0,0,33,33
"2020-21","022302","CUBA-RUSHFORD","022601136563","IMMACULATE CONCEPTION SCHOOL",0,1,0,1
"2020-21","022302","CUBA-RUSHFORD","042400136448","ARCHBISHOP WALSH HIGH SCHOOL",0,0,5,5
"2020-21","022302","CUBA-RUSHFORD","042400139126","SOUTHERN TIER CATHOLIC SCHOOL",0,7,0,7
"2020-21","022302","CUBA-RUSHFORD","043501856300","CENTRAL BAPTIST CHRISTIAN SCHOOL",0,6,2,8
"2020-21","022302","CUBA-RUSHFORD","140301997258","GOW SCHOOL (THE)",0,0,2,2
"2020-21","022401","SCIO","022601136563","IMMACULATE CONCEPTION SCHOOL",1,8,2,10
"2020-21","022601","WELLSVILLE","022601136563","IMMACULATE CONCEPTION SCHOOL",4,49,15,64
"2020-21","022902","BOLIVAR-RICHBURG","042400136448","ARCHBISHOP WALSH HIGH SCHOOL",0,0,1,1
"2020-21","030101","CHENANGO FORKS","030200185471","SETON CATHOLIC CENTRAL JR/SR HIGH",0,0,3,3
"2020-21","030101","CHENANGO FORKS","030200185488","ST JOHN SCHOOL",1,0,0,0
"2020-21","030101","CHENANGO FORKS","031502185486","ST JAMES SCHOOL",1,0,0,0
"2020-21","030200","BINGHAMTON","030200185471","SETON CATHOLIC CENTRAL JR/SR HIGH",0,0,117,117
"2020-21","030200","BINGHAMTON","030200185488","ST JOHN SCHOOL",17,87,0,87
"2020-21","030200","BINGHAMTON","031501187966","ALL SAINTS SCHOOL",0,3,0,3
"2020-21","030200","BINGHAMTON","031502185486","ST JAMES SCHOOL",2,47,0,47
"2020-21","030200","BINGHAMTON","031502995612","CRESCENT ACADEMY (THE)",4,12,0,12
"2020-21","030200","BINGHAMTON","031601227054","HILLEL ACADEMY",1,1,0,1
