"ENTITY_CD","ENTITY_NAME","YEAR","PK12_Enrollment","SWD_Enrollment","Special_Education_Expenditures","Special_Education_Expenditures_PerSWD","Total_Expenditures","General_Education_Expenditures","General_Education_Expenditures_PerPupil","Special_Education_Expenditures_PerPupil"
"151501060000","TICONDEROGA CSD",2023,719,152,2268356,14923.3947368421,18011140,15742784,21895.388038943,3154.87621696801
"151501060000","TICONDEROGA CSD",2024,748,157,3806546.94,24245.521910828,21038189.53,17231642.59,23036.9553342246,5088.9664973262
"151501060000","TICONDEROGA CSD",2025,721,154,3822724.83,24822.8885064935,21951074.88,18128350.05,25143.3426490985,5301.97618585298
"151601040000","WESTPORT CSD",2019,0,0,838164,,5115547,4277383,,Inf
"151701040000","WILLSBORO CSD",2019,256,44,1067417,24259.4772727273,7039525.07,5972108.07,23328.5471484375,4169.59765625
"151701040000","WILLSBORO CSD",2020,243,48,181527,3781.8125,7050560.49,6869033.49,28267.6275308642,747.024691358025
"151701040000","WILLSBORO CSD",2021,245,47,912165,19407.7659574468,6528996.95,5616831.95,22925.8446938775,3723.12244897959
"151701040000","WILLSBORO CSD",2022,243,50,883317,17666.34,6928081,6044764,24875.5720164609,3635.04938271605
"151701040000","WILLSBORO CSD",2023,251,55,897162,16312.0363636364,7135587.48,6238425.48,24854.2847808765,3574.35059760956
"151701040000","WILLSBORO CSD",2024,261,66,1293344.43,19596.1277272727,8517469.01,7224124.58,27678.6382375479,4955.34264367816
"151701040000","WILLSBORO CSD",2025,246,58,1703787,29375.6379310345,9265981,7562194,30740.6260162602,6925.96341463415
"151801040000","BOQUET VALLEY CSD",2020,440,68,1515045,22280.0735294118,12952943.64,11437898.64,25995.2241818182,3443.28409090909
"151801040000","BOQUET VALLEY CSD",2021,439,68,2378497,34977.8970588235,13147159,10768662,24529.9817767654,5417.98861047836
"151801040000","BOQUET VALLEY CSD",2022,427,73,2506680,34338.0821917808,13797196,11290516,26441.4894613583,5870.44496487119
"151801040000","BOQUET VALLEY CSD",2023,399,70,1667656,23823.6571428571,14347221.79,12679565.79,31778.3603759398,4179.58897243108
"151801040000","BOQUET VALLEY CSD",2024,389,73,2288858,31354.2191780822,15436000,13147142,33797.2802056555,5883.95372750643
"151801040000","BOQUET VALLEY CSD",2025,390,81,0,0,14814580.28,14814580.28,37986.1032820513,0
"160101060000","TUPPER LAKE CSD",2019,761,113,1989805,17608.8938053097,15141789,13151984,17282.5019710907,2614.72404730618
"160101060000","TUPPER LAKE CSD",2020,751,121,2091696,17286.7438016529,15432486,13340790,17764.034620506,2785.21438082557
"160101060000","TUPPER LAKE CSD",2021,742,122,3184895,26105.6967213115,16454791,13269896,17883.9568733154,4292.31132075472
"160101060000","TUPPER LAKE CSD",2022,756,133,2347304,17648.9022556391,18146207,15798903,20898.0198412698,3104.89947089947
"160101060000","TUPPER LAKE CSD",2024,742,149,2145130,14396.8456375839,24589411,22444281,30248.3571428571,2891.01078167116
"160101060000","TUPPER LAKE CSD",2025,730,144,3466237.29,24071.0922916667,20654502,17188264.71,23545.5680958904,4748.27026027397
"160801040000","CHATEAUGAY CSD",2019,512,79,1213572.12,15361.6724050633,10140555.16,8926983.04,17435.51375,2370.258046875
"160801040000","CHATEAUGAY CSD",2020,501,84,1860697,22151.1547619048,10268354,8407657,16781.750499002,3713.96606786427
"160801040000","CHATEAUGAY CSD",2021,503,75,1444451,19259.3466666667,10407076,8962625,17818.3399602386,2871.67196819085
"160801040000","CHATEAUGAY CSD",2022,535,93,1474902,15859.1612903226,11936051,10461149,19553.5495327103,2756.8261682243
"160801040000","CHATEAUGAY CSD",2023,535,105,1743580,16605.5238095238,12788594,11045014,20644.8859813084,3259.02803738318
"160801040000","CHATEAUGAY CSD",2024,557,120,2416068.03,20133.90025,14841376.43,12425308.4,22307.555475763,4337.64457809695
"160801040000","CHATEAUGAY CSD",2025,569,120,3385846.88,28215.3906666667,16563429.64,13177582.76,23159.1964147627,5950.52175746924
"161201040000","SALMON RIVER CSD",2019,1539,209,5136608,24577.0717703349,36324194,31187586,20264.8382066277,3337.62703053931
"161201040000","SALMON RIVER CSD",2020,1453,218,4836274,22184.7431192661,38177003,33340729,22946.1314521679,3328.47487955953
"161201040000","SALMON RIVER CSD",2021,1401,204,5008109,24549.5539215686,36542272,31534163,22508.3247680228,3574.66738044254
"161201040000","SALMON RIVER CSD",2022,1387,215,3295883,15329.688372093,39112405,35816522,25823.0151405912,2376.26748377794
"161201040000","SALMON RIVER CSD",2023,1382,218,4744183.44,21762.3093577982,41600499.49,36856316.05,26668.8249276411,3432.83895803184
"161201040000","SALMON RIVER CSD",2024,1367,243,4147999,17069.9547325103,49668431,45520432,33299.5113386979,3034.3811265545
"161201040000","SALMON RIVER CSD",2025,1371,259,3783604,14608.5096525097,51667974,47884370,34926.6010211524,2759.74033552152
"161401060000","SARANAC LAKE CSD",2019,1150,177,4247816,23998.9604519774,26333008,22085192,19204.5147826087,3693.75304347826
"161401060000","SARANAC LAKE CSD",2020,1150,178,4487824,25212.4943820225,28276188,23788364,20685.5339130435,3902.45565217391
"161401060000","SARANAC LAKE CSD",2021,1090,162,4823518,29774.8024691358,27337719,22514201,20655.2302752294,4425.24587155963
"161401060000","SARANAC LAKE CSD",2022,1096,177,4630190,26159.2655367232,28302182,23671992,21598.5328467153,4224.62591240876
"161401060000","SARANAC LAKE CSD",2023,1068,168,3014396,17942.8333333333,31087012,28072616,26285.2209737828,2822.46816479401
"161401060000","SARANAC LAKE CSD",2024,1097,154,5858335.75,38041.1412337662,35677354.98,29819019.23,27182.332935278,5340.3242935278
"161401060000","SARANAC LAKE CSD",2025,1036,145,5874024.63,40510.5146896552,35550514.37,29676489.74,28645.2603667954,5669.90794401544
"161501060000","MALONE CSD",2019,2270,361,7307177,20241.487534626,41622844,34315667,15117.0339207048,3219.02070484582
"161501060000","MALONE CSD",2020,2288,404,28560777,70694.9925742574,47485842,18925065,8271.44449300699,12482.8570804196
"161501060000","MALONE CSD",2021,2218,407,27263297,66985.9877149877,46628583.24,19365286.24,8730.9676465284,12291.8381424707
"161501060000","MALONE CSD",2022,2144,412,9503231,23066.0946601942,52097388,42594157,19866.6777052239,4432.47714552239
"161501060000","MALONE CSD",2023,2189,439,9835141,22403.5102505695,56111462,46276321,21140.3933302878,4492.98355413431
"161501060000","MALONE CSD",2024,2161,484,10364989.98,21415.268553719,61292681.57,50927691.59,23566.7244747802,4796.38592318371
"161501060000","MALONE CSD",2025,2106,497,11341300.27,22819.5176458753,63666471.45,52325171.18,24845.760294397,5385.23279677113
"161601040000","BRUSHTON-MOIRA CSD",2019,804,148,1405978,9499.85135135135,14825123,13419145,16690.4788557214,1748.72885572139
"161601040000","BRUSHTON-MOIRA CSD",2020,791,157,2797673.12,17819.5740127389,16379651.71,13581978.59,17170.6429709229,3536.8813147914
"161601040000","BRUSHTON-MOIRA CSD",2021,762,140,2257291,16123.5071428571,14832622,12575331,16503.0590551181,2962.32414698163
"161601040000","BRUSHTON-MOIRA CSD",2022,767,132,2823675,21391.4772727273,16075650,13251975,17277.6727509778,3681.45371577575
"161601040000","BRUSHTON-MOIRA CSD",2023,786,140,2852078,20371.9857142857,17984154,15132076,19252.0050890585,3628.59796437659
"161601040000","BRUSHTON-MOIRA CSD",2024,788,145,3112124,21462.924137931,20067900,16955776,21517.4822335025,3949.39593908629
"161601040000","BRUSHTON-MOIRA CSD",2025,799,138,3409734,24708.2173913043,21248772,17839038,22326.7058823529,4267.50187734668
"161801040000","SAINT REGIS FALLS CSD",2019,266,60,1169653,19494.2166666667,6738087,5568434,20933.962406015,4397.19172932331
"161801040000","SAINT REGIS FALLS CSD",2020,268,53,1144402,21592.4905660377,7268317,6123915,22850.4291044776,4270.15671641791
"161801040000","SAINT REGIS FALLS CSD",2021,252,53,1239472,23386.2641509434,7374617,6135145,24345.8134920635,4918.53968253968
"161801040000","SAINT REGIS FALLS CSD",2022,255,49,824885,16834.387755102,7142631,6317746,24775.4745098039,3234.8431372549
"161801040000","ST REGIS FALLS CSD",2023,227,36,1220003,33888.9722222222,8159483,6939480,30570.3964757709,5374.46255506608
"161801040000","SAINT REGIS FALLS CSD",2024,224,48,1149787,23953.8958333333,8962767,7812980,34879.375,5132.97767857143
"161801040000","ST REGIS FALLS CSD",2025,183,39,1552847,39816.5897435897,8782377,7229530,39505.6284153005,8485.50273224044
"170301020000","WHEELERVILLE UFSD ",2019,125,9,340844,37871.5555555556,3296257,2955413,23643.304,2726.752
"170301020000","WHEELERVILLE UFSD ",2020,131,7,206965,29566.4285714286,3400761,3193796,24380.1221374046,1579.88549618321
"170301020000","WHEELERVILLE UFSD ",2021,114,5,47335,9467,3177869.44,3130534.44,27460.8284210526,415.219298245614
"170301020000","WHEELERVILLE UFSD ",2022,115,9,246267,27363,3282923,3036656,26405.7043478261,2141.45217391304
"170301020000","WHEELERVILLE UFSD",2023,117,7,277715,39673.5714285714,3503534.78,3225819.78,27571.1092307692,2373.63247863248
"170301020000","WHEELERVILLE UFSD ",2024,105,7,148431.99,21204.57,4197298.99,4048867,38560.6380952381,1413.638
"170301020000","WHEELERVILLE UFSD",2025,113,11,157127.32,14284.3018181818,4435934.99,4278807.67,37865.5546017699,1390.50725663717
"170500010000","GLOVERSVILLE CITY SD",2019,2732,478,6126449.7,12816.840376569,47332645.06,41206195.36,15082.7947877013,2242.47792825769
"170500010000","GLOVERSVILLE CITY SD",2020,2625,438,6310651.72,14407.8806392694,48872767.32,42562115.6,16214.1392761905,2404.05779809524
"170500010000","GLOVERSVILLE CITY SD",2021,2433,413,6533889.37,15820.5553753027,48030555.91,41496666.54,17055.7610110974,2685.52789560214
"170500010000","GLOVERSVILLE CITY SD",2022,2421,395,6853764,17351.3012658228,49620673,42766909,17664.9768690624,2830.96406443618
"170500010000","GLOVERSVILLE CITY SD",2023,2423,415,7189948.13,17325.1762168675,53005125.18,45815177.05,18908.4511143211,2967.37438299629
"170500010000","GLOVERSVILLE CITY SD",2024,2433,428,13035133.04,30455.918317757,73436889.59,60401756.55,24826.0405055487,5357.63791204275
"170500010000","GLOVERSVILLE CITY SD",2025,2405,413,13917841.06,33699.3730266344,75327074.01,61409232.95,25533.9845945946,5787.0440997921
"170600010000","JOHNSTOWN CITY SD",2019,1646,195,3456045.79,17723.3117435897,29986635.03,26530589.24,16118.2194653706,2099.66329890644
"170600010000","JOHNSTOWN CITY SD",2020,1541,196,4167860,21264.5918367347,24645785,20477925,13288.7248539909,2704.64633354964
"170600010000","JOHNSTOWN CITY SD",2021,1429,175,3111030.29,17777.3159428571,26843524.2,23732493.91,16607.7634079776,2177.06808257523
"170600010000","JOHNSTOWN CITY SD",2022,1415,180,2460369,13668.7166666667,28705353,26244984,18547.6918727915,1738.77667844523
"170600010000","JOHNSTOWN CITY SD",2023,1468,193,2709586.26,14039.3070466321,30089508.66,27379922.4,18651.1732970027,1845.76720708447
"170600010000","JOHNSTOWN CITY SD",2024,1489,205,3338303.29,16284.4062926829,36867375.32,33529072.03,22517.8455540631,2241.97668905306
"170600010000","JOHNSTOWN CITY SD",2025,1451,196,2094952.52,10688.5332653061,37864664.44,35769711.92,24651.7656237078,1443.79911784976
"170801040000","MAYFIELD CSD",2019,911,114,1581318.48,13871.2147368421,16132123.39,14550804.91,15972.3434796926,1735.80513721186
"170801040000","MAYFIELD CSD",2020,875,103,1760921,17096.3203883495,16499268,14738347,16843.8251428571,2012.48114285714
"170801040000","MAYFIELD CSD",2021,856,99,2209523,22318.4141414141,16859093,14649570,17113.9836448598,2581.21845794393
"170801040000","MAYFIELD CSD",2022,871,99,1689933,17070.0303030303,17618915,15928982,18288.1538461538,1940.22158438576
"170801040000","MAYFIELD CSD",2023,829,85,1697566,19971.3647058824,17602455,15904889,19185.6320868516,2047.72738238842
"170801040000","MAYFIELD CSD",2024,828,94,2268458,24132.5319148936,19814386,17545928,21190.7342995169,2739.68357487923
"170801040000","MAYFIELD CSD",2025,809,91,2514213,27628.7142857143,21780374,19266161,23814.7849196539,3107.80346106304
"170901040000","NORTHVILLE CSD",2019,445,58,1140034,19655.7586206897,9381068,8241034,18519.1775280899,2561.87415730337
"170901040000","NORTHVILLE CSD",2020,441,64,1451407,22678.234375,9098387,7646980,17340.0907029478,3291.17233560091
"170901040000","NORTHVILLE CSD",2021,417,59,1356344,22988.8813559322,9221824,7865480,18862.0623501199,3252.62350119904
"170901040000","NORTHVILLE CSD",2022,431,54,1615703,29920.4259259259,10351268,8735565,20268.13225058,3748.73085846868
"170901040000","NORTHVILLE CSD",2023,431,44,1664971,37840.25,10985112,9320141,21624.4570765661,3863.04176334107
"170901040000","NORTHVILLE CSD",2024,400,40,2136390,53409.75,12979159,10842769,27106.9225,5340.975
"170901040000","NORTHVILLE CSD",2025,414,43,2250927,52347.1395348837,13120578,10869651,26255.1956521739,5437.02173913043
"171102040000","BROADALBIN-PERTH CSD",2019,1753,181,3419228,18890.7624309392,27085038,23665810,13500.1768397034,1950.50085567598
"171102040000","BROADALBIN-PERTH CSD",2020,1771,183,2649928,14480.4808743169,29112447,26462519,14942.133822699,1496.28910220215
"171102040000","BROADALBIN-PERTH CSD",2021,1728,179,2612202,14593.3072625698,29098445,26486243,15327.6869212963,1511.69097222222
"171102040000","BROADALBIN-PERTH CSD",2023,1693,180,3616176,20089.8666666667,42399533,38783357,22908.0667454223,2135.9574719433
"171102040000","BROADALBIN-PERTH CSD",2024,1679,201,3985131.43,19826.5245273632,37558358.66,33573227.23,19995.9661882073,2373.51484812388
"171102040000","BROADALBIN-PERTH CSD",2025,1635,183,4431807.14,24217.5253551913,37637307.55,33205500.41,20309.1745626911,2710.58540672783
"180202040000","ALEXANDER CSD",2019,856,94,2446043.96,26021.7442553191,15211948.96,12765905,14913.4404205607,2857.52799065421
"180202040000","ALEXANDER CSD",2020,787,94,2089014,22223.5531914894,15295745,13206731,16781.1067344346,2654.40152477764
"180202040000","ALEXANDER CSD",2021,737,96,2212244,23044.2083333333,14824230,12611986,17112.5997286296,3001.68792401628
"180202040000","ALEXANDER CSD",2022,770,93,2216837,23836.9569892473,15849598,13632761,17704.8844155844,2879.00909090909
"180202040000","ALEXANDER CSD",2023,736,98,2279901,23264.2959183673,16943171,14663270,19922.9211956522,3097.69157608696
"180202040000","ALEXANDER CSD",2024,736,120,2709268.22,22577.2351666667,20161556.8,17452288.58,23712.3486141304,3681.07095108696
"180202040000","ALEXANDER CSD",2025,729,129,3394191.3,26311.5604651163,20438283.12,17044091.82,23380.0985185185,4655.95514403292
"180300010000","BATAVIA CITY SD",2019,2278,265,4248972.36,16033.8579622642,43575480,39326507.64,17263.6117822651,1865.22052677788
"180300010000","BATAVIA CITY SD",2020,2261,288,4954027.49,17201.4843402778,43768238.77,38814211.28,17166.8338257408,2191.07805838125
"180300010000","BATAVIA CITY SD",2021,2183,263,5226533.31,19872.7502281369,41832840.05,36606306.74,16768.8074851122,2394.19757672927
"180300010000","BATAVIA CITY SD",2022,2105,276,5019226,18185.6014492754,46928976,41909750,19909.6199524941,2384.43040380048
"180300010000","BATAVIA CITY SD",2023,2138,283,5887881.49,20805.2349469965,50383968.46,44496086.97,20812.0144855005,2753.92024789523
"180300010000","BATAVIA CITY SD",2024,2202,318,6887396.08,21658.4782389937,55241743.94,48354347.86,21959.2860399637,3127.79113533152
"180300010000","BATAVIA CITY SD",2025,2147,330,7827138.38,23718.6011515152,54457011.21,46629872.83,21718.6179925477,3645.6163856544
"180701040000","BYRON-BERGEN CSD",2019,885,101,1895689,18769.198019802,18159969,16264280,18377.7175141243,2142.02146892655
"180701040000","BYRON-BERGEN CSD",2020,864,95,2281973,24020.7684210526,18666579,16384606,18963.6643518519,2641.1724537037
"180701040000","BYRON-BERGEN CSD",2021,810,71,1307577.88,18416.5898591549,16716591.17,15409013.29,19023.4731975309,1614.29367901235
"180701040000","BYRON-BERGEN CSD",2022,835,63,1604837,25473.6031746032,17336490,15731653,18840.302994012,1921.96047904192
"180701040000","BYRON-BERGEN CSD",2023,843,69,1604874,23259.0434782609,17968398,16363524,19411.0604982206,1903.76512455516
"180701040000","BYRON-BERGEN CSD",2024,845,82,2001437.44,24407.7736585366,21445431.53,19443994.09,23010.6438934911,2368.56501775148
"180701040000","BYRON-BERGEN CSD",2025,892,98,3124430,31881.9387755102,21678833,18554403,20800.9002242152,3502.72421524664
"180901040000","ELBA CSD",2019,391,32,154093.22,4815.413125,8459538.41,8305445.19,21241.5478005115,394.100306905371
"180901040000","ELBA CSD",2020,397,39,657658,16863.0256410256,8455195.56,7797537.56,19641.1525440806,1656.56926952141
"180901040000","ELBA CSD",2021,402,42,904310,21531.1904761905,8015598,7111288,17689.7711442786,2249.52736318408
"180901040000","ELBA CSD",2022,412,42,891125,21217.2619047619,9200474,8309349,20168.322815534,2162.92475728155
"180901040000","ELBA CSD",2023,400,44,1062322,24143.6818181818,9697740,8635418,21588.545,2655.805
"180901040000","ELBA CSD",2024,430,55,890481,16190.5636363636,10873272,9982791,23215.7930232558,2070.88604651163
"180901040000","ELBA CSD",2025,410,61,871496.03,14286.8201639344,11180780.65,10309284.62,25144.5966341463,2125.60007317073
"181001060000","LE ROY CSD",2019,1203,107,1571238,14684.4672897196,19425583,17854345,14841.5170407315,1306.09975062344
"181001060000","LE ROY CSD",2020,1208,121,1631073,13479.9421487603,20371226,18740153,15513.3716887417,1350.22599337748
"181001060000","LE ROY CSD",2021,1151,125,2278022,18224.176,19945786,17667764,15349.9252823632,1979.16768027802
"181001060000","LE ROY CSD",2022,1147,136,1837516,13511.1470588235,20838322,19000806,16565.6547515257,1602.01918047079
"181001060000","LE ROY CSD",2023,1149,145,2739763.01,18894.9173103448,21819693.51,19079930.5,16605.683637946,2384.47607484769
"181001060000","LE ROY CSD",2024,1146,170,3919878.64,23058.1096470588,26118494.49,22198615.85,19370.519938918,3420.48746945899
"181001060000","LE ROY CSD",2025,1099,173,4086998.12,23624.2665895954,27450871.49,23363873.37,21259.2114376706,3718.83359417652
"181101040000","OAKFIELD-ALABAMA CSD",2019,816,73,2534633,34721,15986523,13451890,16485.1593137255,3106.16789215686
"181101040000","OAKFIELD-ALABAMA CSD",2020,816,88,1693694,19246.5227272727,15009625,13315931,16318.5428921569,2075.60539215686
"181101040000","OAKFIELD-ALABAMA CSD",2021,776,82,2380332,29028.4390243902,15232415,12852083,16561.962628866,3067.4381443299
"181101040000","OAKFIELD-ALABAMA CSD",2022,757,85,2151154,25307.6941176471,17146664,14995510,19809.1281373844,2841.68295904888
"181101040000","OAKFIELD-ALABAMA CSD",2023,735,76,2548152.61,33528.3238157895,18049673.85,15501521.24,21090.5050884354,3466.87429931973
"181101040000","OAKFIELD-ALABAMA CSD",2024,698,110,2028900.83,18444.553,20873859.85,18844959.02,26998.5086246418,2906.73471346705
"181101040000","OAKFIELD-ALABAMA CSD",2025,684,116,1784073.14,15379.940862069,21949920.9,20165847.76,29482.2335672515,2608.29406432749
"181201040000","PAVILION CSD",2019,689,81,2185710,26984.0740740741,15175681.93,12989971.93,18853.37,3172.29317851959
"181201040000","PAVILION CSD",2020,680,81,2213568,27328,14628353,12414785,18257.0367647059,3255.24705882353
"181201040000","PAVILION CSD",2021,656,70,1070630,15294.7142857143,13969288,12898658,19662.5884146341,1632.05792682927
"181201040000","PAVILION CSD",2022,654,81,1257216,15521.1851851852,15511852,14254636,21796.0795107034,1922.34862385321
"181201040000","PAVILION CSD",2023,631,87,1551152,17829.3333333333,16586511,15035359,23827.8272583201,2458.2440570523
"181201040000","PAVILION CSD",2024,602,80,2372076,29650.95,18212496,15840420,26312.9900332226,3940.32558139535
"181201040000","PAVILION CSD",2025,627,98,2744815.03,28008.3166326531,18802740.01,16057924.98,25610.725645933,4377.69542264753
"181302040000","PEMBROKE CSD",2019,967,119,2456864,20645.9159663866,18939611,16482747,17045.2399172699,2540.70734229576
"181302040000","PEMBROKE CSD",2020,910,130,1799726,13844.0461538462,19203507,17403781,19125.0340659341,1977.72087912088
"181302040000","PEMBROKE CSD",2021,893,127,1900505.14,14964.6074015748,18082435.75,16181930.61,18120.8629451288,2128.22524076148
"181302040000","PEMBROKE CSD",2022,842,132,2143089,16235.5227272727,19152830,17009741,20201.5926365796,2545.23634204276
"181302040000","PEMBROKE CSD",2023,856,136,2334122.83,17162.6678676471,20531416.87,18197294.04,21258.5210747664,2726.77900700935
"181302040000","PEMBROKE CSD",2024,924,139,3744941.04,26942.0218705036,22818362.11,19073421.07,20642.2305952381,4052.96649350649
"181302040000","PEMBROKE CSD",2025,876,146,4302591.36,29469.8038356164,23536616.21,19234024.85,21956.6493721461,4911.63397260274
"190301040000","CAIRO-DURHAM CSD",2019,1236,224,3460962,15450.7232142857,25252066,21791104,17630.3430420712,2800.13106796117
"190301040000","CAIRO-DURHAM CSD",2020,1179,219,3989352,18216.2191780822,24846061,20856709,17690.1687871077,3383.67430025445
"190301040000","CAIRO-DURHAM CSD",2021,1107,221,2937453,13291.6425339367,25447852,22510399,20334.5971093044,2653.52574525745
"190301040000","CAIRO-DURHAM CSD",2022,1045,217,4830594,22260.801843318,27662315,22831721,21848.5368421053,4622.57799043062
"190301040000","CAIRO-DURHAM CSD",2023,1020,202,4787399,23699.9950495049,28401538.48,23614139.48,23151.1171372549,4693.52843137255
"190301040000","CAIRO-DURHAM CSD",2024,1072,190,5112624.55,26908.5502631579,31936343,26823718.45,25022.1254197761,4769.23931902985
"190301040000","CAIRO-DURHAM CSD",2025,1036,213,4822557.29,22641.1140375587,32017616.47,27195059.18,26250.0571235521,4654.97807915058
"190401060000","CATSKILL CSD",2019,1411,235,4417624,18798.4,1628802,-2788822,-1976.48618001417,3130.84620836286
"190401060000","CATSKILL CSD",2020,1375,216,5946943,27532.1435185185,33121480,27174537,19763.2996363636,4325.04945454545
"190401060000","CATSKILL CSD",2021,1320,209,4305344,20599.7320574163,32277900,27972556,21191.3303030303,3261.62424242424
"190401060000","CATSKILL CSD",2022,1305,202,4243262,21006.2475247525,35049715,30806453,23606.477394636,3251.54176245211
"190401060000","CATSKILL CSD",2023,1277,180,4571287,25396.0388888889,35528010,30956723,24241.7564604542,3579.7079091621
"190401060000","CATSKILL CSD",2024,1268,204,7079729.19,34704.5548529412,42618452.1,35538722.91,28027.3839984227,5583.38264195584
"190401060000","CATSKILL CSD",2025,1208,209,6887160,32952.9186602871,41413208.85,34526048.85,28581.1662665563,5701.29139072848
"190501040000","COXSACKIE-ATHENS CSD",2019,1300,149,2344204,15732.9127516779,25852150,23507946,18083.0353846154,1803.23384615385
"190501040000","COXSACKIE-ATHENS CSD",2020,1242,164,2260410,13782.987804878,26027256,23766846,19135.9468599034,1819.97584541063
"190501040000","COXSACKIE-ATHENS CSD",2021,1188,153,2108630,13781.8954248366,26406651,24298021,20452.8796296296,1774.94107744108
"190501040000","COXSACKIE-ATHENS CSD",2022,1129,152,2748523,18082.3881578947,28161062,25412539,22508.8919397697,2434.4756421612
"190501040000","COXSACKIE-ATHENS CSD",2023,1148,142,3540081.56,24930.1518309859,30426925.84,26886844.28,23420.5960627178,3083.69473867596
"190501040000","COXSACKIE-ATHENS CSD",2024,1136,152,4248038.9,27947.6243421053,34542529.59,30294490.69,26667.6854665493,3739.47086267606
"190501040000","COXSACKIE-ATHENS CSD",2025,1125,164,4871611.6,29704.9487804878,35944365.79,31072754.19,27620.2259466667,4330.32142222222
"190701040000","GREENVILLE CSD",2019,1153,190,6298573,33150.3842105263,24527024.6,18228451.6,15809.5850823938,5462.76929748482
"190701040000","GREENVILLE CSD",2020,1126,190,552610,2908.47368421053,26504029,25951419,23047.4413854352,490.772646536412
"190701040000","GREENVILLE CSD",2021,1095,184,3931448,21366.5652173913,26438677,22507229,20554.5470319635,3590.36347031963
"190701040000","GREENVILLE CSD",2022,1080,176,4170867,23698.1079545455,27731910,23561043,21815.7805555556,3861.91388888889
"190701040000","GREENVILLE CSD",2023,1080,192,4345207.99,22631.2916145833,28446686.24,24101478.25,22316.1835648148,4023.34073148148
"190701040000","GREENVILLE CSD",2024,1116,191,4945825.33,25894.3734554974,32965916.04,28020090.71,25107.6081630824,4431.74312724014
"190701040000","GREENVILLE CSD",2025,1057,204,5601623.72,27458.9398039216,34037624.31,28436000.59,26902.5549574267,5299.54940397351
"190901040000","HUNTER-TANNERSVILLE CSD",2019,363,72,1242378.16,17255.2522222222,10405607.95,9163229.79,25243.0572727273,3422.52936639118
"190901040000","HUNTER-TANNERSVILLE CSD",2020,353,71,1674384,23582.8732394366,10785382.5,9110998.5,25810.1940509915,4743.29745042493
"190901040000","HUNTER-TANNERSVILLE CSD",2021,353,67,1406524,20992.8955223881,10784449,9377925,26566.3597733711,3984.48725212465
"190901040000","HUNTER-TANNERSVILLE CSD",2022,342,60,1764589,29409.8166666667,11918224,10153635,29688.9912280702,5159.61695906433
"190901040000","HUNTER-TANNERSVILLE CSD",2023,339,64,1745626,27275.40625,12183361,10437735,30789.7787610619,5149.33923303835
"190901040000","HUNTER-TANNERSVILLE CSD",2024,320,61,1486303.29,24365.627704918,13412063.94,11925760.65,37268.00203125,4644.69778125
"190901040000","HUNTER-TANNERSVILLE CSD",2025,331,66,2000877.32,30316.323030303,13592200,11591322.68,35019.1017522659,6044.94658610272
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2019,312,40,1199086,29977.15,9512340,8313254,26645.0448717949,3843.22435897436
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2020,309,50,576923.98,11538.4796,9558986.67,8982062.69,29068.1640453074,1867.06789644013
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2021,301,52,615720.45,11840.7778846154,9730455.91,9114735.46,30281.5131561462,2045.58289036545
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2022,294,57,758528,13307.5087719298,10068330,9309802,31665.9931972789,2580.02721088435
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2023,295,58,494830,8531.55172413793,10731743,10236913,34701.4,1677.38983050847
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2024,296,56,917430.32,16382.6842857143,12442829.17,11525398.85,38937.158277027,3099.42675675676
"191401040000","WINDHAM-ASHLAND-JEWETT CSD",2025,283,60,1049696.71,17494.9451666667,12766875.74,11717179.03,41403.4594699647,3709.17565371025
"200101080000","PISECO COMN SD",2020,0,0,400,,412330,411930,,Inf
"200101080000","PISECO COMN SD",2021,0,0,0,,265186,265186,,
"200101080000","PISECO COMN SD",2025,0,0,0,,634915,634915,,
"200401040000","INDIAN LAKE CSD",2019,118,17,504911,29700.6470588235,4879101,4374190,37069.406779661,4278.90677966102
"200401040000","INDIAN LAKE CSD",2020,108,16,280476,17529.75,4658672,4378196,40538.8518518519,2597
"200401040000","INDIAN LAKE CSD",2021,108,14,0,0,4869499,4869499,45087.9537037037,0
"200401040000","INDIAN LAKE CSD",2022,119,18,353615,19645.2777777778,5365731,5012116,42118.6218487395,2971.55462184874
"200401040000","INDIAN LAKE CSD",2023,126,16,0,0,5731650,5731650,45489.2857142857,0
"200401040000","INDIAN LAKE CSD",2025,126,21,767156,36531.2380952381,6568364,5801208,46041.3333333333,6088.53968253968
"200501080000","INLET COMN SD",2020,0,0,0,,186466,186466,,
"200501080000","INLET COMN SD",2021,0,0,0,,159814,159814,,
"200501080000","INLET COMN SD",2022,0,0,0,,137328,137328,,
"200501080000","INLET COMN SD",2023,0,0,0,,161151,161151,,
"200501080000","INLET COMN SD",2025,0,0,0,,972680,972680,,
"200601040000","LAKE PLEASANT CSD",2019,76,12,178622,14885.1666666667,3532943,3354321,44135.8026315789,2350.28947368421
"200601040000","LAKE PLEASANT CSD",2020,72,9,546017,60668.5555555556,3420887.88,2874870.88,39928.7622222222,7583.56944444444
"200601040000","LAKE PLEASANT CSD",2022,70,8,345310,43163.75,3460892,3115582,44508.3142857143,4933
