ENTITY_CD	ENTITY_NAME	YEAR	PK12_Enrollment	SWD_Enrollment	Special_Education_Expenditures	Special_Education_Expenditures_PerSWD	Total_Expenditures	General_Education_Expenditures	General_Education_Expenditures_PerPupil	Special_Education_Expenditures_PerPupil
1.80202E+11	ALEXANDER CSD	2021	737	96	2212244	23044.20833	14824230	12611986	17112.59973	3001.687924
1.80202E+11	ALEXANDER CSD	2022	770	93	2216837	23836.95699	15849598	13632761	17704.88442	2879.009091
1.80202E+11	ALEXANDER CSD	2023	736	98	2279901	23264.29592	16943171	14663270	19922.9212	3097.691576
1.80202E+11	ALEXANDER CSD	2024	736	120	2709268.22	22577.23517	20161556.8	17452288.58	23712.34861	3681.070951
1.80202E+11	ALEXANDER CSD	2025	729	129	3394191.3	26311.56047	20438283.12	17044091.82	23380.09852	4655.955144
1.803E+11	BATAVIA CITY SD	2019	2278	265	4248972.36	16033.85796	43575480	39326507.64	17263.61178	1865.220527
1.803E+11	BATAVIA CITY SD	2020	2261	288	4954027.49	17201.48434	43768238.77	38814211.28	17166.83383	2191.078058
1.803E+11	BATAVIA CITY SD	2021	2183	263	5226533.31	19872.75023	41832840.05	36606306.74	16768.80749	2394.197577
1.803E+11	BATAVIA CITY SD	2022	2105	276	5019226	18185.60145	46928976	41909750	19909.61995	2384.430404
1.803E+11	BATAVIA CITY SD	2023	2138	283	5887881.49	20805.23495	50383968.46	44496086.97	20812.01449	2753.920248
1.803E+11	BATAVIA CITY SD	2024	2202	318	6887396.08	21658.47824	55241743.94	48354347.86	21959.28604	3127.791135
1.803E+11	BATAVIA CITY SD	2025	2147	330	7827138.38	23718.60115	54457011.21	46629872.83	21718.61799	3645.616386
1.80701E+11	BYRON-BERGEN CSD	2019	885	101	1895689	18769.19802	18159969	16264280	18377.71751	2142.021469
1.80701E+11	BYRON-BERGEN CSD	2020	864	95	2281973	24020.76842	18666579	16384606	18963.66435	2641.172454
1.80701E+11	BYRON-BERGEN CSD	2021	810	71	1307577.88	18416.58986	16716591.17	15409013.29	19023.4732	1614.293679
1.80701E+11	BYRON-BERGEN CSD	2022	835	63	1604837	25473.60317	17336490	15731653	18840.30299	1921.960479
1.80701E+11	BYRON-BERGEN CSD	2023	843	69	1604874	23259.04348	17968398	16363524	19411.0605	1903.765125
1.80701E+11	BYRON-BERGEN CSD	2024	845	82	2001437.44	24407.77366	21445431.53	19443994.09	23010.64389	2368.565018
1.80701E+11	BYRON-BERGEN CSD	2025	892	98	3124430	31881.93878	21678833	18554403	20800.90022	3502.724215
1.80901E+11	ELBA CSD	2019	391	32	154093.22	4815.413125	8459538.41	8305445.19	21241.5478	394.1003069
1.80901E+11	ELBA CSD	2020	397	39	657658	16863.02564	8455195.56	7797537.56	19641.15254	1656.56927
1.80901E+11	ELBA CSD	2021	402	42	904310	21531.19048	8015598	7111288	17689.77114	2249.527363
1.80901E+11	ELBA CSD	2022	412	42	891125	21217.2619	9200474	8309349	20168.32282	2162.924757
1.80901E+11	ELBA CSD	2023	400	44	1062322	24143.68182	9697740	8635418	21588.545	2655.805
1.80901E+11	ELBA CSD	2024	430	55	890481	16190.56364	10873272	9982791	23215.79302	2070.886047
1.80901E+11	ELBA CSD	2025	410	61	871496.03	14286.82016	11180780.65	10309284.62	25144.59663	2125.600073
1.81001E+11	LE ROY CSD	2019	1203	107	1571238	14684.46729	19425583	17854345	14841.51704	1306.099751
1.81001E+11	LE ROY CSD	2020	1208	121	1631073	13479.94215	20371226	18740153	15513.37169	1350.225993
1.81001E+11	LE ROY CSD	2021	1151	125	2278022	18224.176	19945786	17667764	15349.92528	1979.16768
1.81001E+11	LE ROY CSD	2022	1147	136	1837516	13511.14706	20838322	19000806	16565.65475	1602.01918
1.81001E+11	LE ROY CSD	2023	1149	145	2739763.01	18894.91731	21819693.51	19079930.5	16605.68364	2384.476075
1.81001E+11	LE ROY CSD	2024	1146	170	3919878.64	23058.10965	26118494.49	22198615.85	19370.51994	3420.487469
1.81001E+11	LE ROY CSD	2025	1099	173	4086998.12	23624.26659	27450871.49	23363873.37	21259.21144	3718.833594
1.81101E+11	OAKFIELD-ALABAMA CSD	2019	816	73	2534633	34721	15986523	13451890	16485.15931	3106.167892
1.81101E+11	OAKFIELD-ALABAMA CSD	2020	816	88	1693694	19246.52273	15009625	13315931	16318.54289	2075.605392
1.81101E+11	OAKFIELD-ALABAMA CSD	2021	776	82	2380332	29028.43902	15232415	12852083	16561.96263	3067.438144
1.81101E+11	OAKFIELD-ALABAMA CSD	2022	757	85	2151154	25307.69412	17146664	14995510	19809.12814	2841.682959
1.81101E+11	OAKFIELD-ALABAMA CSD	2023	735	76	2548152.61	33528.32382	18049673.85	15501521.24	21090.50509	3466.874299
1.81101E+11	OAKFIELD-ALABAMA CSD	2024	698	110	2028900.83	18444.553	20873859.85	18844959.02	26998.50862	2906.734713
1.81101E+11	OAKFIELD-ALABAMA CSD	2025	684	116	1784073.14	15379.94086	21949920.9	20165847.76	29482.23357	2608.294064
1.81201E+11	PAVILION CSD	2019	689	81	2185710	26984.07407	15175681.93	12989971.93	18853.37	3172.293179
1.81201E+11	PAVILION CSD	2020	680	81	2213568	27328	14628353	12414785	18257.03676	3255.247059
1.81201E+11	PAVILION CSD	2021	656	70	1070630	15294.71429	13969288	12898658	19662.58841	1632.057927
1.81201E+11	PAVILION CSD	2022	654	81	1257216	15521.18519	15511852	14254636	21796.07951	1922.348624
1.81201E+11	PAVILION CSD	2023	631	87	1551152	17829.33333	16586511	15035359	23827.82726	2458.244057
1.81201E+11	PAVILION CSD	2024	602	80	2372076	29650.95	18212496	15840420	26312.99003	3940.325581
1.81201E+11	PAVILION CSD	2025	627	98	2744815.03	28008.31663	18802740.01	16057924.98	25610.72565	4377.695423
1.81302E+11	PEMBROKE CSD	2019	967	119	2456864	20645.91597	18939611	16482747	17045.23992	2540.707342
1.81302E+11	PEMBROKE CSD	2020	910	130	1799726	13844.04615	19203507	17403781	19125.03407	1977.720879
1.81302E+11	PEMBROKE CSD	2021	893	127	1900505.14	14964.6074	18082435.75	16181930.61	18120.86295	2128.225241
1.81302E+11	PEMBROKE CSD	2022	842	132	2143089	16235.52273	19152830	17009741	20201.59264	2545.236342
1.81302E+11	PEMBROKE CSD	2023	856	136	2334122.83	17162.66787	20531416.87	18197294.04	21258.52107	2726.779007
1.81302E+11	PEMBROKE CSD	2024	924	139	3744941.04	26942.02187	22818362.11	19073421.07	20642.2306	4052.966494
1.81302E+11	PEMBROKE CSD	2025	876	146	4302591.36	29469.80384	23536616.21	19234024.85	21956.64937	4911.633973
1.90301E+11	CAIRO-DURHAM CSD	2019	1236	224	3460962	15450.72321	25252066	21791104	17630.34304	2800.131068
1.90301E+11	CAIRO-DURHAM CSD	2020	1179	219	3989352	18216.21918	24846061	20856709	17690.16879	3383.6743
1.90301E+11	CAIRO-DURHAM CSD	2021	1107	221	2937453	13291.64253	25447852	22510399	20334.59711	2653.525745
1.90301E+11	CAIRO-DURHAM CSD	2022	1045	217	4830594	22260.80184	27662315	22831721	21848.53684	4622.57799
1.90301E+11	CAIRO-DURHAM CSD	2023	1020	202	4787399	23699.99505	28401538.48	23614139.48	23151.11714	4693.528431
1.90301E+11	CAIRO-DURHAM CSD	2024	1072	190	5112624.55	26908.55026	31936343	26823718.45	25022.12542	4769.239319
1.90301E+11	CAIRO-DURHAM CSD	2025	1036	213	4822557.29	22641.11404	32017616.47	27195059.18	26250.05712	4654.978079
1.90401E+11	CATSKILL CSD	2019	1411	235	4417624	18798.4	1628802	-2788822	-1976.48618	3130.846208
1.90401E+11	CATSKILL CSD	2020	1375	216	5946943	27532.14352	33121480	27174537	19763.29964	4325.049455
1.90401E+11	CATSKILL CSD	2021	1320	209	4305344	20599.73206	32277900	27972556	21191.3303	3261.624242
1.90401E+11	CATSKILL CSD	2022	1305	202	4243262	21006.24752	35049715	30806453	23606.47739	3251.541762
1.90401E+11	CATSKILL CSD	2023	1277	180	4571287	25396.03889	35528010	30956723	24241.75646	3579.707909
1.90401E+11	CATSKILL CSD	2024	1268	204	7079729.19	34704.55485	42618452.1	35538722.91	28027.384	5583.382642
1.90401E+11	CATSKILL CSD	2025	1208	209	6887160	32952.91866	41413208.85	34526048.85	28581.16627	5701.291391
1.90501E+11	COXSACKIE-ATHENS CSD	2019	1300	149	2344204	15732.91275	25852150	23507946	18083.03538	1803.233846
1.90501E+11	COXSACKIE-ATHENS CSD	2020	1242	164	2260410	13782.9878	26027256	23766846	19135.94686	1819.975845
1.90501E+11	COXSACKIE-ATHENS CSD	2021	1188	153	2108630	13781.89542	26406651	24298021	20452.87963	1774.941077
1.90501E+11	COXSACKIE-ATHENS CSD	2022	1129	152	2748523	18082.38816	28161062	25412539	22508.89194	2434.475642
1.90501E+11	COXSACKIE-ATHENS CSD	2023	1148	142	3540081.56	24930.15183	30426925.84	26886844.28	23420.59606	3083.694739
1.90501E+11	COXSACKIE-ATHENS CSD	2024	1136	152	4248038.9	27947.62434	34542529.59	30294490.69	26667.68547	3739.470863
1.90501E+11	COXSACKIE-ATHENS CSD	2025	1125	164	4871611.6	29704.94878	35944365.79	31072754.19	27620.22595	4330.321422
1.90701E+11	GREENVILLE CSD	2019	1153	190	6298573	33150.38421	24527024.6	18228451.6	15809.58508	5462.769297
1.90701E+11	GREENVILLE CSD	2020	1126	190	552610	2908.473684	26504029	25951419	23047.44139	490.7726465
1.90701E+11	GREENVILLE CSD	2021	1095	184	3931448	21366.56522	26438677	22507229	20554.54703	3590.36347
1.90701E+11	GREENVILLE CSD	2022	1080	176	4170867	23698.10795	27731910	23561043	21815.78056	3861.913889
1.90701E+11	GREENVILLE CSD	2023	1080	192	4345207.99	22631.29161	28446686.24	24101478.25	22316.18356	4023.340731
1.90701E+11	GREENVILLE CSD	2024	1116	191	4945825.33	25894.37346	32965916.04	28020090.71	25107.60816	4431.743127
1.90701E+11	GREENVILLE CSD	2025	1057	204	5601623.72	27458.9398	34037624.31	28436000.59	26902.55496	5299.549404
1.90901E+11	HUNTER-TANNERSVILLE CSD	2019	363	72	1242378.16	17255.25222	10405607.95	9163229.79	25243.05727	3422.529366
1.90901E+11	HUNTER-TANNERSVILLE CSD	2020	353	71	1674384	23582.87324	10785382.5	9110998.5	25810.19405	4743.29745
1.90901E+11	HUNTER-TANNERSVILLE CSD	2021	353	67	1406524	20992.89552	10784449	9377925	26566.35977	3984.487252
1.90901E+11	HUNTER-TANNERSVILLE CSD	2022	342	60	1764589	29409.81667	11918224	10153635	29688.99123	5159.616959
1.90901E+11	HUNTER-TANNERSVILLE CSD	2023	339	64	1745626	27275.40625	12183361	10437735	30789.77876	5149.339233
1.90901E+11	HUNTER-TANNERSVILLE CSD	2024	320	61	1486303.29	24365.6277	13412063.94	11925760.65	37268.00203	4644.697781
1.90901E+11	HUNTER-TANNERSVILLE CSD	2025	331	66	2000877.32	30316.32303	13592200	11591322.68	35019.10175	6044.946586
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2019	312	40	1199086	29977.15	9512340	8313254	26645.04487	3843.224359
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2020	309	50	576923.98	11538.4796	9558986.67	8982062.69	29068.16405	1867.067896
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2021	301	52	615720.45	11840.77788	9730455.91	9114735.46	30281.51316	2045.58289
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2022	294	57	758528	13307.50877	10068330	9309802	31665.9932	2580.027211
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2023	295	58	494830	8531.551724	10731743	10236913	34701.4	1677.389831
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2024	296	56	917430.32	16382.68429	12442829.17	11525398.85	38937.15828	3099.426757
1.91401E+11	WINDHAM-ASHLAND-JEWETT CSD	2025	283	60	1049696.71	17494.94517	12766875.74	11717179.03	41403.45947	3709.175654
2.00101E+11	PISECO COMN SD	2020	0	0	400		412330	411930		Inf
2.00101E+11	PISECO COMN SD	2021	0	0	0		265186	265186		
2.00101E+11	PISECO COMN SD	2025	0	0	0		634915	634915		
2.00401E+11	INDIAN LAKE CSD	2019	118	17	504911	29700.64706	4879101	4374190	37069.40678	4278.90678
2.00401E+11	INDIAN LAKE CSD	2020	108	16	280476	17529.75	4658672	4378196	40538.85185	2597
2.00401E+11	INDIAN LAKE CSD	2021	108	14	0	0	4869499	4869499	45087.9537	0
2.00401E+11	INDIAN LAKE CSD	2022	119	18	353615	19645.27778	5365731	5012116	42118.62185	2971.554622
2.00401E+11	INDIAN LAKE CSD	2023	126	16	0	0	5731650	5731650	45489.28571	0
2.00401E+11	INDIAN LAKE CSD	2025	126	21	767156	36531.2381	6568364	5801208	46041.33333	6088.539683
2.00501E+11	INLET COMN SD	2020	0	0	0		186466	186466		
2.00501E+11	INLET COMN SD	2021	0	0	0		159814	159814		
2.00501E+11	INLET COMN SD	2022	0	0	0		137328	137328		
2.00501E+11	INLET COMN SD	2023	0	0	0		161151	161151		
2.00501E+11	INLET COMN SD	2025	0	0	0		972680	972680		
2.00601E+11	LAKE PLEASANT CSD	2019	76	12	178622	14885.16667	3532943	3354321	44135.80263	2350.289474
2.00601E+11	LAKE PLEASANT CSD	2020	72	9	546017	60668.55556	3420887.88	2874870.88	39928.76222	7583.569444
2.00601E+11	LAKE PLEASANT CSD	2022	70	8	345310	43163.75	3460892	3115582	44508.31429	4933
2.00601E+11	LAKE PLEASANT CSD	2023	73	9	413031	45892.33333	3584640.07	3171609.07	43446.69959	5657.958904
2.00601E+11	LAKE PLEASANT CSD	2024	65	10	560891	56089.1	4536557	3975666	61164.09231	8629.092308
2.00601E+11	LAKE PLEASANT CSD	2025	67	9	555798.26	61755.36222	4373153.01	3817354.75	56975.44403	8295.496418
2.00701E+11	LONG LAKE CSD	2019	63	8	126625	15828.125	3261837	3135212	49765.26984	2009.920635
2.00701E+11	LONG LAKE CSD	2020	65	11	224187	20380.63636	3433979.52	3209792.52	49381.42338	3449.030769
2.00701E+11	LONG LAKE CSD	2021	67	8	157766	19720.75	3462166.43	3304400.43	49319.4094	2354.716418
2.00701E+11	LONG LAKE CSD	2022	66	10	177709	17770.9	3628365	3450656	52282.66667	2692.560606
2.00701E+11	LONG LAKE CSD	2023	59	7	108534	15504.85714	4122924.39	4014390.39	68040.51508	1839.559322
2.00701E+11	LONG LAKE CSD	2024	59	7	148121.48	21160.21143	3952565.95	3804444.47	64482.10966	2510.533559
2.00701E+11	LONG LAKE CSD	2025	59	8	190121.59	23765.19875	3853397.43	3663275.84	62089.42102	3222.399831
2.00702E+11	RAQUETTE LAKE UFSD	2021	0	0	0		109527	109527		
2.00702E+11	RAQUETTE LAKE UFSD	2025	0	0	0		343362	343362		
2.00901E+11	WELLS CSD	2019	144	27	307569	11391.44444	2411635	2104066	14611.56944	2135.895833
2.00901E+11	WELLS CSD	2020	140	17	192275	11310.29412	4494212	4301937	30728.12143	1373.392857
2.00901E+11	WELLS CSD	2021	142	20	132609	6630.45	4868572	4735963	33351.85211	933.8661972
2.00901E+11	WELLS CSD	2022	141	21	0	0	4720394	4720394	33477.97163	0
2.00901E+11	WELLS CSD	2023	133	12	0	0	5033690	5033690	37847.29323	0
2.00901E+11	WELLS CSD	2024	135	18	133285	7404.722222	6100625	5967340	44202.51852	987.2962963
2.00901E+11	WELLS CSD	2025	127	21	0	0	6868994	6868994	54086.56693	0
2.10302E+11	WEST CANADA VALLEY CSD	2019	704	96	1007680	10496.66667	13615002	12607322	17908.12784	1431.363636
2.10302E+11	WEST CANADA VALLEY CSD	2020	650	86	1021456	11877.39535	14297836	13276380	20425.2	1571.470769
2.10302E+11	WEST CANADA VALLEY CSD	2021	636	79	1066369	13498.34177	14698688	13632319	21434.46384	1676.680818
2.10302E+11	WEST CANADA VALLEY CSD	2022	615	71	1154145	16255.56338	14920004	13765859	22383.51057	1876.658537
2.10302E+11	WEST CANADA VALLEY CSD	2024	642	72	2342462.16	32534.19667	21489474.02	19147011.86	29824.00601	3648.694953
2.10302E+11	WEST CANADA VALLEY CSD	2025	676	73	2254055	30877.46575	20219159	17965104	26575.59763	3334.400888
2.10402E+11	FRANKFORT-SCHUYLER CSD	2019	942	140	2528055	18057.53571	16309683	13781628	14630.17834	2683.710191
2.10402E+11	FRANKFORT-SCHUYLER CSD	2020	893	143	2746646.13	19207.31559	15479702.14	12733056.01	14258.74133	3075.751545
2.10402E+11	FRANKFORT-SCHUYLER CSD	2021	862	130	2602954.94	20022.73031	14743142.02	12140187.08	14083.74371	3019.669304
2.10402E+11	FRANKFORT-SCHUYLER CSD	2022	823	118	1138955	9652.161017	17520563	16381608	19904.74848	1383.90644
2.10402E+11	FRANKFORT-SCHUYLER CSD	2023	817	119	912064.48	7664.407395	18976175.78	18064111.3	22110.29535	1116.357993
2.10402E+11	FRANKFORT-SCHUYLER CSD	2024	859	114	1234562.55	10829.49605	20502798.25	19268235.7	22431.0078	1437.209022
2.10402E+11	FRANKFORT-SCHUYLER CSD	2025	850	127	2105549.47	16579.12969	21030692.48	18925143.01	22264.87413	2477.117024
2.10601E+11	HERKIMER CSD	2019	1094	144	144069	1000.479167	21476981	21332912	19499.91956	131.690128
2.10601E+11	HERKIMER CSD	2020	1110	162	1625870	10036.23457	18670771.09	17044901.09	15355.76675	1464.747748
2.10601E+11	HERKIMER CSD	2021	1050	157	1304131.93	8306.572803	18643841.81	17339709.88	16514.00941	1242.03041
2.10601E+11	HERKIMER CSD	2022	1099	150	1492491	9949.94	20893019	19400528	17652.89172	1358.044586
2.10601E+11	HERKIMER CSD	2023	1095	172	1527368.8	8880.051163	20986409.45	19459040.65	17770.81338	1394.857352
2.10601E+11	HERKIMER CSD	2024	1086	179	4377300.06	24454.19028	26375294.08	21997994.02	20255.97976	4030.663039
2.10601E+11	HERKIMER CSD	2025	1068	170	4508233.27	26519.01924	27321820.09	22813586.82	21361.03635	4221.1922
2.108E+11	LITTLE FALLS CITY SD	2019	1124	195	2944384.18	15099.40605	20639200.17	17694815.99	15742.71885	2619.558879
2.108E+11	LITTLE FALLS CITY SD	2020	1073	191	3210713.46	16810.01812	21328906.81	18118193.35	16885.54832	2992.277223
2.108E+11	LITTLE FALLS CITY SD	2021	1059	182	3233907.45	17768.72225	20559522.55	17325615.1	16360.3542	3053.736969
2.108E+11	LITTLE FALLS CITY SD	2022	1071	178	2772457	15575.60112	24749552	21977095	20520.1634	2588.661998
2.108E+11	LITTLE FALLS CITY SD	2023	1052	179	4817817.22	26915.18	25673174.58	20855357.36	19824.48418	4579.674163
2.108E+11	LITTLE FALLS CITY SD	2024	1071	188	4099331.99	21804.95739	29702986.48	25603654.49	23906.30671	3827.57422
2.108E+11	LITTLE FALLS CITY SD	2025	1005	197	4629513.06	23500.06629	29512321.5	24882808.44	24759.01337	4606.480657
2.11003E+11	DOLGEVILLE CSD	2019	937	116	1448594	12487.87931	16920374.88	15471780.88	16512.03936	1545.991462
2.11003E+11	DOLGEVILLE CSD	2020	850	113	1284541	11367.61947	14833166.01	13548625.01	15939.55884	1511.224706
2.11003E+11	DOLGEVILLE CSD	2021	788	104	175629	1688.740385	14918502.81	14742873.81	18709.23072	222.8794416
2.11003E+11	DOLGEVILLE CSD	2022	805	98	167340	1707.55102	16659114	16491774	20486.67578	207.8757764
2.11003E+11	DOLGEVILLE CSD	2023	796	107	158700	1483.17757	16788915	16630215	20892.2299	199.3718593
2.11003E+11	DOLGEVILLE CSD	2024	796	133	2587344.53	19453.71827	20453598.66	17866254.13	22445.04288	3250.432827
2.11003E+11	DOLGEVILLE CSD	2025	789	133	3001006.88	22563.9615	18716046.25	15715039.37	19917.66714	3803.557516
2.11103E+11	POLAND CSD	2019	552	56	2041728	36459.42857	12071568	10029840	18170	3698.782609
2.11103E+11	POLAND CSD	2020	523	63	2151760	34154.92063	12484097	10332337	19755.90249	4114.263862
2.11103E+11	POLAND CSD	2021	490	60	1805545	30092.41667	11918933	10113388	20639.56735	3684.785714
2.11103E+11	POLAND CSD	2022	508	67	1519932	22685.55224	11933738	10413806	20499.61811	2991.992126
2.11103E+11	POLAND CSD	2023	491	65	1698634	26132.83077	12992470	11293836	23001.70265	3459.539715
2.11103E+11	POLAND CSD	2024	503	70	1619130.24	23130.432	16094539.02	14475408.78	28778.14867	3218.946799
2.11103E+11	POLAND CSD	2025	507	76	1666191.16	21923.56789	15806628	14140436.84	27890.40797	3286.373097
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2019	187	0	312191		4197911.29	3885720.29	20779.25289	1669.470588
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2020	181	6	354964	59160.66667	4329141.86	3974177.86	21956.78376	1961.127072
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2021	166	9	437299	48588.77778	4790011	4352712	26221.15663	2634.331325
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2022	172	13	311743	23980.23077	5150054	4838311	28129.71512	1812.459302
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2023	174	17	237272	13957.17647	5381328	5144056	29563.54023	1363.632184
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2024	162	19	1142878.43	60151.49632	6378391.02	5235512.59	32317.97895	7054.805123
2.11701E+11	VAN HORNESVILLE-OWEN D YOUNG CSD	2025	159	22	480543.08	21842.86727	6230517.84	5749974.76	36163.36327	3022.283522
2.11901E+11	TOWN OF WEBB UFSD 	2019	251	36	611735	16992.63889	7023173	6411438	25543.57769	2437.191235
2.11901E+11	TOWN OF WEBB UFSD 	2020	272	45	677701.55	15060.03444	7309401.34	6631699.79	24381.24923	2491.549816
2.11901E+11	TOWN OF WEBB UFSD 	2021	257	45	763944	16976.53333	7700344.18	6936400.18	26989.88397	2972.544747
2.11901E+11	TOWN OF WEBB UFSD 	2022	257	49	853057	17409.32653	8438867	7585810	29516.77043	3319.287938
2.11901E+11	TOWN OF WEBB UFSD	2023	246	44	895391	20349.79545	8944733	8049342	32720.90244	3639.800813
2.11901E+11	TOWN OF WEBB UFSD 	2024	234	41	1088040.72	26537.57854	9652276.18	8564235.46	36599.29684	4649.746667
2.11901E+11	TOWN OF WEBB UFSD	2025	236	40	1076927.97	26923.19925	10292477.74	9215549.77	39048.9397	4563.25411
2.12001E+11	MOUNT MARKHAM CSD	2019	1103	200	1811411	9057.055	20697036	18885625	17122.05349	1642.258386
2.12001E+11	MOUNT MARKHAM CSD	2020	1091	190	1656603	8718.963158	20947629	19291026	17681.967	1518.426214
2.12001E+11	MOUNT MARKHAM CSD	2021	1039	177	2652391	14985.25989	21599489	18947098	18235.89798	2552.830606
2.12001E+11	MOUNT MARKHAM CSD	2022	1070	194	1690985	8716.417526	22429164	20738179	19381.4757	1580.359813
2.12001E+11	MOUNT MARKHAM CSD	2023	1067	174	1914960.43	11005.51971	24905532.06	22990571.63	21546.92749	1794.714555
2.12001E+11	MOUNT MARKHAM CSD	2024	1055	155	1767261.08	11401.68439	28964282.52	27197021.44	25779.16724	1675.128986
2.12001E+11	MOUNT MARKHAM CSD	2025	1033	157	1338599.1	8526.108917	29454420.58	28115821.48	27217.63938	1295.836496
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2019	2208	354	1550716	4380.553672	37049567	35498851	16077.37817	702.317029
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2020	2201	361	2734998	7576.171745	34164166	31429168	14279.49478	1242.616084
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2021	2101	351	3104207	8843.894587	37648682	34544475	16441.92051	1477.490243
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2022	2090	380	3283266	8640.173684	40935740	37652474	18015.5378	1570.94067
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2023	2086	399	2323272	5822.736842	40337492	38014220	18223.49952	1113.744966
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2024	2070	437	7125003.36	16304.35551	51249927.41	44124924.05	21316.38843	3442.030609
2.12101E+11	CENTRAL VALLEY CSD AT ILION-MOHAWK	2025	2015	411	9191404	22363.51338	54323530	45132126	22398.07742	4561.490819
2.20101E+11	SOUTH JEFFERSON CSD	2019	1887	321	3250083.23	10124.86988	26588287.91	23338204.68	12367.88801	1722.354653
2.20101E+11	SOUTH JEFFERSON CSD	2020	1894	350	3744261	10697.88857	28428716	24684455	13032.97518	1976.906547
2.20101E+11	SOUTH JEFFERSON CSD	2021	1773	323	3650521	11301.9226	27658907	24008386	13541.10886	2058.951495
2.20101E+11	SOUTH JEFFERSON CSD	2022	1865	329	3953382	12016.35866	29552895	25599513	13726.28043	2119.775871
2.20101E+11	SOUTH JEFFERSON CSD	2023	1827	313	3781601	12081.79233	31012001	27230400	14904.4335	2069.841817
2.20101E+11	SOUTH JEFFERSON CSD	2024	1802	325	4326706.67	13312.9436	36670242.44	32343535.77	17948.688	2401.058085
2.20101E+11	SOUTH JEFFERSON CSD	2025	1788	336	4417081.65	13146.07634	38912967.07	34495885.42	19293.00079	2470.403607
2.20202E+11	ALEXANDRIA CSD	2019	501	85	1801655.8	21195.95059	9793622.96	7991967.16	15952.03026	3596.119361
2.20202E+11	ALEXANDRIA CSD	2020	492	93	1263435.03	13585.3229	10440075.13	9176640.1	18651.70752	2567.957378
2.20202E+11	ALEXANDRIA CSD	2021	474	86	1147881.47	13347.45895	10688290.97	9540409.5	20127.4462	2421.690865
2.20202E+11	ALEXANDRIA CSD	2022	472	69	907340	13149.85507	11272935	10365595	21961.00636	1922.330508
2.20202E+11	ALEXANDRIA CSD	2023	461	72	1591659	22106.375	12251441	10659782	23123.17137	3452.62256
2.20202E+11	ALEXANDRIA CSD	2024	473	79	1993687.21	25236.54696	14149129.55	12155442.34	25698.6096	4214.983531
2.20202E+11	ALEXANDRIA CSD	2025	467	80	1869084.63	23363.55788	14794370.2	12925285.57	27677.27103	4002.322548
2.20301E+11	INDIAN RIVER CSD	2019	3877	545	2126746.19	3902.286587	71868426.62	69741680.43	17988.56859	548.5546015
2.20301E+11	INDIAN RIVER CSD	2020	3543	547	2117737.21	3871.54883	68572268.82	66454531.61	18756.57116	597.7243043
2.20301E+11	INDIAN RIVER CSD	2021	3264	521	2058912.89	3951.848157	67552922.2	65494009.31	20065.56658	630.7943903
2.20301E+11	INDIAN RIVER CSD	2022	3381	542	2139898	3948.151292	67571999	65432101	19352.88406	632.9186631
2.20301E+11	INDIAN RIVER CSD	2023	3403	563	2962779.79	5262.486306	74106670.83	71143891.04	20906.22716	870.6376109
2.20301E+11	INDIAN RIVER CSD	2024	3552	565	3364553.61	5954.962142	89844762.64	86480209.03	24346.9057	947.2279307
2.20301E+11	INDIAN RIVER CSD	2025	3326	583	3576420.61	6134.512196	93201995.71	89625575.1	26946.95583	1075.291825
2.20401E+11	GENERAL BROWN CSD	2019	1446	241	2530480.84	10499.9205	17610470.16	15079989.32	10428.76163	1749.98675
2.20401E+11	GENERAL BROWN CSD	2020	1436	251	2739931	10916.05976	19482643	16742712	11659.27019	1908.029944
2.20401E+11	GENERAL BROWN CSD	2021	1358	228	1622308	7115.385965	19239470	17617162	12972.87334	1194.630339
2.20401E+11	GENERAL BROWN CSD	2022	1370	232	3130499	13493.53017	21739144	18608645	13582.95255	2285.035766
2.20401E+11	GENERAL BROWN CSD	2023	1386	244	1416290.78	5804.47041	22247271.51	20830980.73	15029.56763	1021.85482
2.20401E+11	GENERAL BROWN CSD	2024	1348	233	1674359	7186.090129	24770570.86	23096211.86	17133.68832	1242.106083
2.20401E+11	GENERAL BROWN CSD	2025	1349	213	1491228.14	7001.07108	25377278.21	23886050.07	17706.48634	1105.432276
