"","YEAR","ENTITY_CD","ENTITY_NAME","ASSESSMENT_NAME","SUBGROUP_NAME","TOTAL_COUNT","NOT_TESTED","PCT_NOT_TESTED","NUM_TESTED","PER_PROF","SEASON","COUNTY_DESC","ENTITY_TYPE","Prof_Count","NotProf_Count","Prof_Pct","NotProf_Pct","NotTested_Pct"
"51",2021,"000010000000","ALL Columbia Districts","ELA3","All Students",460,110,24,350,"56","Spring","COLUMBIA","COUNTY",197,153,42.8260869565217,33.2608695652174,23.9130434782609
"52",2021,"000010000000","ALL Columbia Districts","ELA3","General Education Students",386,83,22,303,"62","Spring","COLUMBIA","COUNTY",188,115,48.7046632124352,29.7927461139896,21.5025906735751
"53",2021,"000010000000","ALL Columbia Districts","ELA3","Students with Disabilities",74,27,36,47,"19","Spring","COLUMBIA","COUNTY",9,38,12.1621621621622,51.3513513513513,36.4864864864865
"54",2021,"000010000000","ALL Columbia Districts","ELA3","Economically Disadvantaged",245,70,29,175,"42","Spring","COLUMBIA","COUNTY",73,102,29.7959183673469,41.6326530612245,28.5714285714286
"55",2021,"000010000000","ALL Columbia Districts","ELA3","Not Economically Disadvantaged",215,40,19,175,"71","Spring","COLUMBIA","COUNTY",124,51,57.6744186046512,23.7209302325581,18.6046511627907
"56",2021,"000011000000","ALL Cortland Districts","ELA3","All Students",382,112,29,270,"54","Spring","CORTLAND","COUNTY",146,124,38.2198952879581,32.4607329842932,29.3193717277487
"57",2021,"000011000000","ALL Cortland Districts","ELA3","General Education Students",322,89,28,233,"59","Spring","CORTLAND","COUNTY",138,95,42.8571428571429,29.5031055900621,27.639751552795
"58",2021,"000011000000","ALL Cortland Districts","ELA3","Students with Disabilities",60,23,38,37,"22","Spring","CORTLAND","COUNTY",8,29,13.3333333333333,48.3333333333333,38.3333333333333
"59",2021,"000011000000","ALL Cortland Districts","ELA3","Economically Disadvantaged",269,90,33,179,"47","Spring","CORTLAND","COUNTY",85,94,31.5985130111524,34.9442379182156,33.457249070632
"60",2021,"000011000000","ALL Cortland Districts","ELA3","Not Economically Disadvantaged",113,22,19,91,"67","Spring","CORTLAND","COUNTY",61,30,53.9823008849557,26.5486725663717,19.4690265486726
"61",2021,"000012000000","ALL Delaware Districts","ELA3","All Students",379,41,11,338,"51","Spring","DELAWARE","COUNTY",171,167,45.1187335092348,44.0633245382586,10.8179419525066
"62",2021,"000012000000","ALL Delaware Districts","ELA3","General Education Students",318,27,8,291,"56","Spring","DELAWARE","COUNTY",163,128,51.2578616352201,40.251572327044,8.49056603773585
"63",2021,"000012000000","ALL Delaware Districts","ELA3","Students with Disabilities",61,14,23,47,"17","Spring","DELAWARE","COUNTY",8,39,13.1147540983607,63.9344262295082,22.9508196721311
"64",2021,"000012000000","ALL Delaware Districts","ELA3","Economically Disadvantaged",195,27,14,168,"43","Spring","DELAWARE","COUNTY",72,96,36.9230769230769,49.2307692307692,13.8461538461538
"65",2021,"000012000000","ALL Delaware Districts","ELA3","Not Economically Disadvantaged",184,14,8,170,"58","Spring","DELAWARE","COUNTY",99,71,53.804347826087,38.5869565217391,7.60869565217391
"66",2021,"000013000000","ALL Dutchess Districts","ELA3","All Students",2688,1409,52,1279,"62","Spring","DUTCHESS","COUNTY",789,490,29.3526785714286,18.2291666666667,52.4181547619048
"67",2021,"000013000000","ALL Dutchess Districts","ELA3","General Education Students",2223,1119,50,1104,"67","Spring","DUTCHESS","COUNTY",744,360,33.468286099865,16.1943319838057,50.3373819163293
"68",2021,"000013000000","ALL Dutchess Districts","ELA3","Students with Disabilities",465,290,62,175,"26","Spring","DUTCHESS","COUNTY",45,130,9.67741935483871,27.9569892473118,62.3655913978495
"69",2021,"000013000000","ALL Dutchess Districts","ELA3","Economically Disadvantaged",1085,613,56,472,"42","Spring","DUTCHESS","COUNTY",199,273,18.3410138248848,25.1612903225806,56.4976958525346
"70",2021,"000013000000","ALL Dutchess Districts","ELA3","Not Economically Disadvantaged",1603,796,50,807,"73","Spring","DUTCHESS","COUNTY",590,217,36.8059887710543,13.5371179039301,49.6568933250156
"71",2021,"000014000000","ALL Erie Districts","ELA3","All Students",9316,3620,39,5696,"56","Spring","ERIE","COUNTY",3167,2529,33.995276942894,27.1468441391155,38.8578789179906
"72",2021,"000014000000","ALL Erie Districts","ELA3","General Education Students",7625,2776,36,4849,"61","Spring","ERIE","COUNTY",2937,1912,38.5180327868853,25.0754098360656,36.4065573770492
"73",2021,"000014000000","ALL Erie Districts","ELA3","Students with Disabilities",1691,844,50,847,"27","Spring","ERIE","COUNTY",230,617,13.6014192785334,36.4872856298049,49.9112950916617
"74",2021,"000014000000","ALL Erie Districts","ELA3","Economically Disadvantaged",4973,2359,47,2614,"36","Spring","ERIE","COUNTY",938,1676,18.861854011663,33.7019907500503,47.4361552382867
"75",2021,"000014000000","ALL Erie Districts","ELA3","Not Economically Disadvantaged",4343,1261,29,3082,"72","Spring","ERIE","COUNTY",2229,853,51.323969606263,19.6408012894313,29.0352291043058
"76",2021,"000015000000","ALL Essex Districts","ELA3","All Students",263,20,8,243,"60","Spring","ESSEX","COUNTY",146,97,55.5133079847909,36.8821292775665,7.60456273764259
"77",2021,"000015000000","ALL Essex Districts","ELA3","General Education Students",215,10,5,205,"63","Spring","ESSEX","COUNTY",130,75,60.4651162790698,34.8837209302326,4.65116279069767
"78",2021,"000015000000","ALL Essex Districts","ELA3","Students with Disabilities",48,10,21,38,"42","Spring","ESSEX","COUNTY",16,22,33.3333333333333,45.8333333333333,20.8333333333333
"79",2021,"000015000000","ALL Essex Districts","ELA3","Economically Disadvantaged",142,11,8,131,"54","Spring","ESSEX","COUNTY",71,60,50,42.2535211267606,7.74647887323944
"80",2021,"000015000000","ALL Essex Districts","ELA3","Not Economically Disadvantaged",121,9,7,112,"67","Spring","ESSEX","COUNTY",75,37,61.9834710743802,30.5785123966942,7.43801652892562
"81",2021,"000016000000","ALL Franklin Districts","ELA3","All Students",487,112,23,375,"41","Spring","FRANKLIN","COUNTY",153,222,31.4168377823409,45.5852156057495,22.9979466119097
"82",2021,"000016000000","ALL Franklin Districts","ELA3","General Education Students",422,91,22,331,"43","Spring","FRANKLIN","COUNTY",142,189,33.6492890995261,44.7867298578199,21.563981042654
"83",2021,"000016000000","ALL Franklin Districts","ELA3","Students with Disabilities",65,21,32,44,"25","Spring","FRANKLIN","COUNTY",11,33,16.9230769230769,50.7692307692308,32.3076923076923
"84",2021,"000016000000","ALL Franklin Districts","ELA3","Economically Disadvantaged",315,85,27,230,"34","Spring","FRANKLIN","COUNTY",78,152,24.7619047619048,48.2539682539683,26.984126984127
"85",2021,"000016000000","ALL Franklin Districts","ELA3","Not Economically Disadvantaged",172,27,16,145,"52","Spring","FRANKLIN","COUNTY",75,70,43.6046511627907,40.6976744186046,15.6976744186047
"86",2021,"000017000000","ALL Fulton Districts","ELA3","All Students",514,108,21,406,"48","Spring","FULTON","COUNTY",195,211,37.9377431906615,41.0505836575875,21.011673151751
"87",2021,"000017000000","ALL Fulton Districts","ELA3","General Education Students",440,90,20,350,"53","Spring","FULTON","COUNTY",187,163,42.5,37.0454545454545,20.4545454545455
"88",2021,"000017000000","ALL Fulton Districts","ELA3","Students with Disabilities",74,18,24,56,"14","Spring","FULTON","COUNTY",8,48,10.8108108108108,64.8648648648649,24.3243243243243
"89",2021,"000017000000","ALL Fulton Districts","ELA3","Economically Disadvantaged",290,67,23,223,"41","Spring","FULTON","COUNTY",91,132,31.3793103448276,45.5172413793103,23.1034482758621
"90",2021,"000017000000","ALL Fulton Districts","ELA3","Not Economically Disadvantaged",224,41,18,183,"57","Spring","FULTON","COUNTY",104,79,46.4285714285714,35.2678571428571,18.3035714285714
"91",2021,"000018000000","ALL Genesee Districts","ELA3","All Students",579,83,14,496,"59","Spring","GENESEE","COUNTY",291,205,50.259067357513,35.405872193437,14.3350604490501
"92",2021,"000018000000","ALL Genesee Districts","ELA3","General Education Students",507,69,14,438,"64","Spring","GENESEE","COUNTY",279,159,55.0295857988166,31.3609467455621,13.6094674556213
"93",2021,"000018000000","ALL Genesee Districts","ELA3","Students with Disabilities",72,14,19,58,"21","Spring","GENESEE","COUNTY",12,46,16.6666666666667,63.8888888888889,19.4444444444444
"94",2021,"000018000000","ALL Genesee Districts","ELA3","Economically Disadvantaged",301,58,19,243,"44","Spring","GENESEE","COUNTY",107,136,35.5481727574751,45.1827242524917,19.2691029900332
"95",2021,"000018000000","ALL Genesee Districts","ELA3","Not Economically Disadvantaged",278,25,9,253,"73","Spring","GENESEE","COUNTY",184,69,66.1870503597122,24.8201438848921,8.99280575539568
"96",2021,"000019000000","ALL Greene Districts","ELA3","All Students",384,125,33,259,"59","Spring","GREENE","COUNTY",152,107,39.5833333333333,27.8645833333333,32.5520833333333
"97",2021,"000019000000","ALL Greene Districts","ELA3","General Education Students",320,93,29,227,"62","Spring","GREENE","COUNTY",140,87,43.75,27.1875,29.0625
"98",2021,"000019000000","ALL Greene Districts","ELA3","Students with Disabilities",64,32,50,32,"38","Spring","GREENE","COUNTY",12,20,18.75,31.25,50
"99",2021,"000019000000","ALL Greene Districts","ELA3","Economically Disadvantaged",197,74,38,123,"51","Spring","GREENE","COUNTY",63,60,31.9796954314721,30.4568527918782,37.5634517766497
"100",2021,"000019000000","ALL Greene Districts","ELA3","Not Economically Disadvantaged",187,51,27,136,"65","Spring","GREENE","COUNTY",89,47,47.5935828877005,25.1336898395722,27.2727272727273
"101",2021,"000020000000","ALL Hamilton Districts","ELA3","All Students",35,6,17,29,"59","Spring","HAMILTON","COUNTY",17,12,48.5714285714286,34.2857142857143,17.1428571428571
"102",2021,"000020000000","ALL Hamilton Districts","ELA3","General Education Students",32,4,13,28,NA,"Spring","HAMILTON","COUNTY",NA,NA,NA,NA,12.5
"103",2021,"000020000000","ALL Hamilton Districts","ELA3","Students with Disabilities",3,2,67,1,NA,"Spring","HAMILTON","COUNTY",NA,NA,NA,NA,66.6666666666667
"104",2021,"000042000000","ALL Onondaga Districts","ELA3","Economically Disadvantaged",2634,845,32,1789,"29","Spring","ONONDAGA","COUNTY",510,1279,19.3621867881549,48.5573272589218,32.0804859529233
"105",2021,"000042000000","ALL Onondaga Districts","ELA3","Not Economically Disadvantaged",2253,348,15,1905,"68","Spring","ONONDAGA","COUNTY",1299,606,57.6564580559254,26.8974700399467,15.4460719041278
"106",2021,"000043000000","ALL Ontario Districts","ELA3","All Students",1121,190,17,931,"54","Spring","ONTARIO","COUNTY",503,428,44.8706512042819,38.1801962533452,16.9491525423729
"107",2021,"000043000000","ALL Ontario Districts","ELA3","General Education Students",948,151,16,797,"59","Spring","ONTARIO","COUNTY",472,325,49.789029535865,34.2827004219409,15.9282700421941
"108",2021,"000043000000","ALL Ontario Districts","ELA3","Students with Disabilities",173,39,23,134,"23","Spring","ONTARIO","COUNTY",31,103,17.9190751445087,59.5375722543353,22.5433526011561
"109",2021,"000043000000","ALL Ontario Districts","ELA3","Economically Disadvantaged",508,97,19,411,"38","Spring","ONTARIO","COUNTY",158,253,31.1023622047244,49.8031496062992,19.0944881889764
"110",2021,"000043000000","ALL Ontario Districts","ELA3","Not Economically Disadvantaged",613,93,15,520,"66","Spring","ONTARIO","COUNTY",345,175,56.2805872756933,28.5481239804241,15.1712887438825
"111",2021,"000044000000","ALL Orange Districts","ELA3","All Students",4068,1643,40,2425,"53","Spring","ORANGE","COUNTY",1290,1135,31.7109144542773,27.9006882989184,40.3883972468043
"112",2021,"000044000000","ALL Orange Districts","ELA3","General Education Students",3348,1259,38,2089,"58","Spring","ORANGE","COUNTY",1210,879,36.1409796893668,26.2544802867384,37.6045400238949
"113",2021,"000044000000","ALL Orange Districts","ELA3","Students with Disabilities",720,384,53,336,"24","Spring","ORANGE","COUNTY",80,256,11.1111111111111,35.5555555555556,53.3333333333333
"114",2021,"000044000000","ALL Orange Districts","ELA3","Economically Disadvantaged",2038,908,45,1130,"37","Spring","ORANGE","COUNTY",419,711,20.5593719332679,34.8871442590775,44.5534838076546
"115",2021,"000044000000","ALL Orange Districts","ELA3","Not Economically Disadvantaged",2030,735,36,1295,"67","Spring","ORANGE","COUNTY",871,424,42.9064039408867,20.8866995073892,36.2068965517241
"116",2021,"000045000000","ALL Orleans Districts","ELA3","All Students",321,68,21,253,"56","Spring","ORLEANS","COUNTY",142,111,44.2367601246106,34.5794392523364,21.183800623053
"117",2021,"000045000000","ALL Orleans Districts","ELA3","General Education Students",283,59,21,224,"60","Spring","ORLEANS","COUNTY",135,89,47.7031802120141,31.4487632508834,20.8480565371025
"118",2021,"000045000000","ALL Orleans Districts","ELA3","Students with Disabilities",38,9,24,29,"24","Spring","ORLEANS","COUNTY",7,22,18.4210526315789,57.8947368421053,23.6842105263158
"119",2021,"000045000000","ALL Orleans Districts","ELA3","Economically Disadvantaged",183,50,27,133,"45","Spring","ORLEANS","COUNTY",60,73,32.7868852459016,39.8907103825137,27.3224043715847
"120",2021,"000045000000","ALL Orleans Districts","ELA3","Not Economically Disadvantaged",138,18,13,120,"68","Spring","ORLEANS","COUNTY",82,38,59.4202898550725,27.536231884058,13.0434782608696
"121",2021,"000020000000","ALL Hamilton Districts","ELA3","Economically Disadvantaged",15,5,33,10,"60","Spring","HAMILTON","COUNTY",6,4,40,26.6666666666667,33.3333333333333
"122",2021,"000020000000","ALL Hamilton Districts","ELA3","Not Economically Disadvantaged",20,1,5,19,"58","Spring","HAMILTON","COUNTY",11,8,55,40,5
"123",2021,"000021000000","ALL Herkimer Districts","ELA3","All Students",657,107,16,550,"57","Spring","HERKIMER","COUNTY",312,238,47.4885844748858,36.2252663622527,16.2861491628615
"124",2021,"000021000000","ALL Herkimer Districts","ELA3","General Education Students",556,85,15,471,"63","Spring","HERKIMER","COUNTY",296,175,53.2374100719424,31.4748201438849,15.2877697841727
"125",2021,"000021000000","ALL Herkimer Districts","ELA3","Students with Disabilities",101,22,22,79,"20","Spring","HERKIMER","COUNTY",16,63,15.8415841584158,62.3762376237624,21.7821782178218
"126",2021,"000021000000","ALL Herkimer Districts","ELA3","Economically Disadvantaged",375,77,21,298,"51","Spring","HERKIMER","COUNTY",153,145,40.8,38.6666666666667,20.5333333333333
"127",2021,"000021000000","ALL Herkimer Districts","ELA3","Not Economically Disadvantaged",282,30,11,252,"63","Spring","HERKIMER","COUNTY",159,93,56.3829787234042,32.9787234042553,10.6382978723404
"128",2021,"000022000000","ALL Jefferson Districts","ELA3","All Students",1252,218,17,1034,"55","Spring","JEFFERSON","COUNTY",569,465,45.4472843450479,37.1405750798722,17.4121405750799
"129",2021,"000022000000","ALL Jefferson Districts","ELA3","General Education Students",1046,163,16,883,"60","Spring","JEFFERSON","COUNTY",526,357,50.2868068833652,34.1300191204589,15.5831739961759
"130",2021,"000022000000","ALL Jefferson Districts","ELA3","Students with Disabilities",206,55,27,151,"28","Spring","JEFFERSON","COUNTY",43,108,20.873786407767,52.4271844660194,26.6990291262136
"131",2021,"000022000000","ALL Jefferson Districts","ELA3","Economically Disadvantaged",695,145,21,550,"45","Spring","JEFFERSON","COUNTY",249,301,35.8273381294964,43.3093525179856,20.863309352518
"132",2021,"000022000000","ALL Jefferson Districts","ELA3","Not Economically Disadvantaged",557,73,13,484,"66","Spring","JEFFERSON","COUNTY",320,164,57.4506283662478,29.443447037702,13.1059245960503
"133",2021,"000023000000","ALL Lewis Districts","ELA3","All Students",274,29,11,245,"52","Spring","LEWIS","COUNTY",127,118,46.3503649635037,43.0656934306569,10.5839416058394
"134",2021,"000023000000","ALL Lewis Districts","ELA3","General Education Students",232,19,8,213,"58","Spring","LEWIS","COUNTY",123,90,53.0172413793103,38.7931034482759,8.18965517241379
"135",2021,"000023000000","ALL Lewis Districts","ELA3","Students with Disabilities",42,10,24,32,"13","Spring","LEWIS","COUNTY",4,28,9.52380952380952,66.6666666666667,23.8095238095238
"136",2021,"000023000000","ALL Lewis Districts","ELA3","Economically Disadvantaged",143,11,8,132,"45","Spring","LEWIS","COUNTY",59,73,41.2587412587413,51.0489510489511,7.69230769230769
"137",2021,"000023000000","ALL Lewis Districts","ELA3","Not Economically Disadvantaged",131,18,14,113,"60","Spring","LEWIS","COUNTY",68,45,51.9083969465649,34.3511450381679,13.7404580152672
"138",2021,"000024000000","ALL Livingston Districts","ELA3","All Students",506,86,17,420,"53","Spring","LIVINGSTON","COUNTY",224,196,44.2687747035573,38.7351778656126,16.99604743083
"139",2021,"000024000000","ALL Livingston Districts","ELA3","General Education Students",438,73,17,365,"58","Spring","LIVINGSTON","COUNTY",213,152,48.6301369863014,34.703196347032,16.6666666666667
"140",2021,"000024000000","ALL Livingston Districts","ELA3","Students with Disabilities",68,13,19,55,"20","Spring","LIVINGSTON","COUNTY",11,44,16.1764705882353,64.7058823529412,19.1176470588235
"141",2021,"000024000000","ALL Livingston Districts","ELA3","Economically Disadvantaged",240,49,20,191,"38","Spring","LIVINGSTON","COUNTY",72,119,30,49.5833333333333,20.4166666666667
"142",2021,"000024000000","ALL Livingston Districts","ELA3","Not Economically Disadvantaged",266,37,14,229,"66","Spring","LIVINGSTON","COUNTY",152,77,57.1428571428571,28.9473684210526,13.9097744360902
"143",2021,"000025000000","ALL Madison Districts","ELA3","All Students",656,100,15,556,"57","Spring","MADISON","COUNTY",315,241,48.0182926829268,36.7378048780488,15.2439024390244
"144",2021,"000025000000","ALL Madison Districts","ELA3","General Education Students",524,63,12,461,"60","Spring","MADISON","COUNTY",277,184,52.8625954198473,35.1145038167939,12.0229007633588
"145",2021,"000025000000","ALL Madison Districts","ELA3","Students with Disabilities",132,37,28,95,"40","Spring","MADISON","COUNTY",38,57,28.7878787878788,43.1818181818182,28.030303030303
"146",2021,"000025000000","ALL Madison Districts","ELA3","Economically Disadvantaged",325,59,18,266,"43","Spring","MADISON","COUNTY",114,152,35.0769230769231,46.7692307692308,18.1538461538462
"147",2021,"000025000000","ALL Madison Districts","ELA3","Not Economically Disadvantaged",331,41,12,290,"69","Spring","MADISON","COUNTY",201,89,60.7250755287009,26.8882175226586,12.3867069486405
