"","YEAR","ENTITY_CD","ENTITY_NAME","ASSESSMENT_NAME","SUBGROUP_NAME","TOTAL_COUNT","NOT_TESTED","PCT_NOT_TESTED","NUM_TESTED","LEVEL3_COUNT","LEVEL4_COUNT","PER_PROF","SEASON","COUNTY_DESC","ENTITY_TYPE","Prof_Count","NotProf_Count","Prof_Pct","NotProf_Pct","NotTested_Pct"
"40",2024,"000001000000","Albany County","ELA7","Students with Disabilities",421,122,29,299,29,5,"11","Spring",NA,"COUNTY",34,265,8.07600950118765,62.9453681710214,28.978622327791
"41",2024,"000001000000","Albany County","ELA6","Students with Disabilities",499,119,24,380,28,6,NA,"Spring",NA,"COUNTY",34,346,6.81362725450902,69.3386773547094,23.8476953907816
"42",2024,"000001000000","Albany County","ELA3","Students with Disabilities",445,94,21,351,44,9,"15","Spring",NA,"COUNTY",53,298,11.9101123595506,66.9662921348315,21.123595505618
"43",2024,"000001000000","Albany County","ELA5","Students with Disabilities",468,116,25,352,32,4,"10","Spring",NA,"COUNTY",36,316,7.69230769230769,67.5213675213675,24.7863247863248
"44",2024,"000002000000","Allegany County","ELA3_8","All Students",2538,177,7,2361,739,276,"43","Spring",NA,"COUNTY",1015,1346,39.9921197793538,53.0338849487786,6.97399527186761
"45",2024,"000002000000","Allegany County","ELA8","All Students",442,53,12,389,112,68,"46","Spring",NA,"COUNTY",180,209,40.7239819004525,47.2850678733032,11.9909502262443
"46",2024,"000002000000","Allegany County","ELA4","All Students",392,15,4,377,113,52,"44","Spring",NA,"COUNTY",165,212,42.0918367346939,54.0816326530612,3.8265306122449
"47",2024,"000002000000","Allegany County","ELA7","All Students",432,44,10,388,108,34,"37","Spring",NA,"COUNTY",142,246,32.8703703703704,56.9444444444444,10.1851851851852
"48",2024,"000002000000","Allegany County","ELA6","All Students",441,35,8,406,144,43,"46","Spring",NA,"COUNTY",187,219,42.4036281179138,49.6598639455782,7.93650793650794
"49",2024,"000002000000","Allegany County","ELA3","All Students",439,18,4,421,130,38,"40","Spring",NA,"COUNTY",168,253,38.2687927107062,57.630979498861,4.1002277904328
"50",2024,"000002000000","Allegany County","ELA5","All Students",392,12,3,380,132,41,"46","Spring",NA,"COUNTY",173,207,44.1326530612245,52.8061224489796,3.06122448979592
"51",2024,"000002000000","Allegany County","ELA8","Economically Disadvantaged",232,29,13,203,54,24,"38","Spring",NA,"COUNTY",78,125,33.6206896551724,53.8793103448276,12.5
